Euler1,Euler2,Euler3,n28,n28_noise,n32,n32_noise
21,63,112,0.003,1.698,0.003,1.576
21,63,119,0.003,3.114,0.004,2.171
21,63,126,0.005,0.926,0.003,0.91
21,63,133,0.001,2.889,0.004,1.858
21,63,140,0.004,2.445,0.004,2.171
21,63,147,0.003,1.334,0.003,4.972
21,63,154,0.003,0.752,0.003,0.842
21,63,161,0.003,1.645,0.003,1.22
21,63,168,0.003,1.877,0.003,2.835
21,63,175,0.002,2.953,0.001,1.062
21,70,0,0.003,5.137,0.003,0.637
21,70,7,0.003,3.813,0.003,0.348
21,70,14,0.004,0.539,0.001,2.249
21,70,21,0.004,2.367,0.002,1.796
21,70,28,0.003,1.482,0.004,0.887
21,70,35,0.003,1.117,0.002,3.025
21,70,42,0.002,3.345,0.003,1.151
21,70,49,0.004,3.67,0.004,3.238
21,70,56,0.003,2.418,0.002,2.098
21,70,63,0.003,3.072,0.003,7.791
21,70,70,0.003,5.061,0.005,1.914
21,70,77,0.004,9.177,0.002,1.476
21,70,84,0.002,2.269,0.003,0.994
21,70,91,0.002,3.918,0.003,3.602
21,70,98,0.003,2.351,0.002,0.558
21,70,105,0.003,4.093,0.002,4.731
21,70,112,0.002,2.989,0.003,2.895
21,70,119,0.003,2.379,0.002,1.808
21,70,126,0.003,1.004,0.002,2.966
21,70,133,0.003,2.35,0.004,3.109
21,70,140,0.004,3.792,0.004,2.377
21,70,147,0.003,2.697,0.002,2.681
21,70,154,0.003,1.481,0.004,3.066
21,70,161,0.003,1.412,0.003,0.827
21,70,168,0.004,1.6,0.002,2.021
21,70,175,0.002,4.357,0.004,1.492
21,77,0,0.002,0.884,0.003,2.68
21,77,7,0.003,1.801,0.002,2.612
21,77,14,0.003,3.389,0.003,1.843
21,77,21,0.003,4.124,0.002,2.34
21,77,28,0.003,2.09,0.004,4.23
21,77,35,0.003,2.89,0.002,3.859
21,77,42,0.002,8.237,0.004,7.511
21,77,49,0.003,4.971,0.002,1.861
21,77,56,0.003,4.951,0.003,2.495
21,77,63,0.004,1.4,0.003,1.11
21,77,70,0.003,3.602,0.002,4.085
21,77,77,0.003,2.522,0.004,9.613
21,77,84,0.002,1.539,0.002,1.597
21,77,91,0.002,0.622,0.003,1.707
21,77,98,0.003,2.26,0.002,5.258
21,77,105,0.003,2.843,0.004,1.328
21,77,112,0.002,3.098,0.001,6.606
21,77,119,0.003,3.377,0.003,2.152
21,77,126,0.003,3.049,0.002,3.363
21,77,133,0.002,2.604,0.003,0.765
21,77,140,0.002,5.546,0.003,4.813
21,77,147,0.003,1.015,0.003,3.692
21,77,154,0.003,1.609,0.003,2.708
21,77,161,0.003,7.294,0.002,3.011
21,77,168,0.003,5.181,0.002,2.306
21,77,175,0.002,2.939,0.001,3.875
21,84,0,0.006,2.561,0.003,2.415
21,84,7,0.003,9.401,0.008,1.602
21,84,14,0.005,7.171,0.002,8.368
21,84,21,0.005,7.489,0.006,10.916
21,84,28,0.005,2.538,0.006,7.403
21,84,35,0.004,7.212,0.002,1.601
21,84,42,0.005,8.348,0.001,6.641
21,84,49,0.004,6.802,0.003,8.719
21,84,56,0.007,8.5,0.007,6.973
21,84,63,0.006,10.429,0.007,7.301
21,84,70,0.002,7.915,0.002,6.65
21,84,77,0.001,6.306,0.002,1.011
21,84,84,0.001,6.73,0.006,0.729
21,84,91,0.004,3.611,0.003,6.994
21,84,98,0.004,4.288,0.003,1.548
21,84,105,0.005,8.559,0.001,1.122
21,84,112,0.007,8.873,0.005,4.214
21,84,119,0.008,1.871,0.005,0.813
21,84,126,0.008,6.785,0.005,3.929
21,84,133,0.008,5.543,0.002,0.785
21,84,140,0.01,4.934,0.004,7.585
21,84,147,0.008,2.803,0.003,6.135
21,84,154,0.005,1.35,0.005,3.58
21,84,161,0.003,6.164,0.003,1.87
21,84,168,0.004,6.606,0.004,2.258
21,84,175,0.007,7.711,0.004,7.701
28,0,0,0.0,0.351,0.274,10.585
28,0,7,0.294,12.764,0.0,8.446
28,0,14,0.0,15.403,0.0,6.348
28,0,21,0.236,0.674,0.0,0.168
28,0,28,0.0,8.928,0.259,10.918
28,0,35,0.0,12.587,0.0,0.045
28,0,42,0.0,0.278,0.0,7.216
28,0,49,0.0,0.916,0.0,2.553
28,0,56,0.274,13.227,0.259,10.796
28,0,63,0.286,7.654,0.313,13.76
28,0,70,0.0,15.662,0.254,14.967
28,0,77,0.234,6.002,0.258,5.776
28,0,84,0.0,8.522,0.28,13.886
28,0,91,0.232,1.441,0.26,7.714
28,0,98,0.27,9.727,0.262,7.675
28,0,105,0.0,4.415,0.097,14.657
28,0,112,0.0,11.521,0.237,2.601
28,0,119,0.262,5.258,0.0,8.38
28,0,126,0.28,16.349,0.0,0.585
28,0,133,0.255,4.166,0.287,6.563
28,0,140,0.349,15.448,0.243,11.588
28,0,147,0.31,9.646,0.0,0.815
28,0,154,0.287,7.507,0.0,10.306
28,0,161,0.257,13.36,0.256,2.453
28,0,168,0.0,7.535,0.289,10.635
28,0,175,0.0,5.045,0.245,11.418
28,7,0,0.002,10.566,0.002,6.532
28,7,7,0.002,4.513,0.002,5.617
28,7,14,0.002,3.833,0.002,7.009
28,7,21,0.002,7.055,0.002,2.538
28,7,28,0.003,8.471,0.002,7.843
28,7,35,0.003,9.357,0.002,4.529
28,7,42,0.006,3.043,0.002,1.008
28,7,49,0.002,7.306,0.002,7.019
28,7,56,0.567,6.475,0.19,3.716
28,7,63,0.003,9.932,0.002,5.009
28,7,70,0.002,3.737,0.008,5.728
28,7,77,0.001,5.316,0.003,5.276
28,7,84,0.005,8.754,0.001,3.139
28,7,91,0.002,4.588,0.008,3.35
28,7,98,0.002,8.928,0.002,6.326
28,7,105,0.003,1.847,0.002,7.625
28,7,112,0.002,6.026,0.003,8.567
28,7,119,0.003,6.6,0.002,6.667
28,7,126,0.002,4.753,0.002,7.162
28,7,133,0.002,6.521,0.002,5.034
28,7,140,0.002,2.018,0.002,7.013
28,7,147,0.002,6.063,0.003,9.13
28,7,154,0.002,3.347,0.002,5.787
28,7,161,0.002,8.234,0.002,7.162
28,7,168,0.001,7.053,0.001,4.149
28,7,175,0.002,11.632,0.002,8.999
28,14,0,0.009,2.445,0.001,6.384
28,14,7,0.001,5.383,0.001,7.315
28,14,14,0.001,10.511,0.001,6.29
28,14,21,0.001,7.763,0.001,4.427
28,14,28,0.001,11.428,0.001,2.776
28,14,35,0.001,2.951,0.001,5.237
28,14,42,0.001,2.144,0.001,11.695
28,14,49,0.001,4.76,0.001,7.973
28,14,56,0.001,5.981,0.001,6.801
28,14,63,0.001,14.0,0.001,6.681
28,14,70,0.001,3.032,0.001,6.636
28,14,77,0.001,0.197,0.001,6.567
28,14,84,0.001,10.715,0.001,1.802
28,14,91,0.001,4.823,0.001,1.038
28,14,98,0.001,3.59,0.001,2.797
28,14,105,0.001,4.272,0.001,5.149
28,14,112,0.001,7.611,0.001,1.61
28,14,119,0.001,6.072,0.001,4.943
28,14,126,0.001,3.559,0.001,7.062
28,14,133,0.001,6.522,0.001,5.877
28,14,140,0.001,8.528,0.002,7.228
28,14,147,0.001,5.768,0.001,6.659
28,14,154,0.001,9.202,0.001,6.53
28,14,161,0.001,8.387,0.001,3.214
28,14,168,0.001,6.702,0.001,3.816
28,14,175,0.001,6.287,0.001,3.469
28,21,0,0.004,3.569,0.006,2.366
28,21,7,0.001,1.42,0.001,2.577
28,21,14,0.009,0.42,0.001,5.125
28,21,21,0.007,1.81,0.001,1.656
28,21,28,0.001,3.603,0.001,3.718
28,21,35,0.001,3.873,0.003,4.626
28,21,42,0.011,3.9,0.003,4.503
28,21,49,0.001,3.001,0.003,4.82
28,21,56,0.001,5.025,0.001,3.129
28,21,63,0.006,4.491,0.002,2.425
28,21,70,0.001,3.28,0.001,6.018
28,21,77,0.005,4.451,0.005,9.934
28,21,84,0.002,1.772,0.001,1.996
28,21,91,0.001,3.542,0.001,3.518
28,21,98,0.001,3.694,0.001,4.416
28,21,105,0.007,9.876,0.001,3.458
28,21,112,0.003,4.887,0.001,2.296
28,21,119,0.001,3.914,0.003,1.996
28,21,126,0.001,3.521,0.001,3.953
28,21,133,0.011,6.86,0.001,4.343
28,21,140,0.001,3.168,0.001,4.993
28,21,147,0.001,2.576,0.001,3.954
28,21,154,0.001,5.7,0.002,4.163
28,21,161,0.001,6.049,0.004,1.87
28,21,168,0.002,5.702,0.002,1.503
28,21,175,0.004,3.725,0.001,8.429
28,28,0,0.003,4.293,0.008,2.607
28,28,7,0.01,2.179,0.001,2.777
28,28,14,0.001,1.671,0.001,1.797
28,28,21,0.011,1.655,0.01,2.691
28,28,28,0.009,1.624,0.004,1.371
28,28,35,0.001,4.081,0.008,7.408
28,28,42,0.012,1.88,0.009,1.873
28,28,49,0.0,5.983,0.0,2.151
28,28,56,0.005,3.694,0.009,5.277
28,28,63,0.009,4.137,0.004,1.766
28,28,70,0.001,6.932,0.007,2.255
28,28,77,0.007,3.409,0.009,4.172
28,28,84,0.004,1.245,0.001,1.915
28,28,91,0.001,4.453,0.005,4.69
28,28,98,0.009,2.443,0.004,2.523
28,28,105,0.001,4.783,0.005,3.914
28,28,112,0.007,1.044,0.006,2.925
28,28,119,0.006,3.465,0.001,4.319
28,28,126,0.001,2.265,0.009,2.55
28,28,133,0.011,1.842,0.001,2.098
28,28,140,0.001,1.412,0.006,4.568
28,28,147,0.005,3.334,0.005,4.927
28,28,154,0.01,1.608,0.001,1.787
28,28,161,0.001,4.652,0.01,1.123
28,28,168,0.007,3.729,0.005,7.075
28,28,175,0.003,1.322,0.001,3.725
28,35,0,0.003,2.42,0.006,1.133
28,35,7,0.006,2.247,0.002,0.638
28,35,14,0.007,2.992,0.005,3.253
28,35,21,0.001,2.688,0.006,1.028
28,35,28,0.006,1.772,0.005,4.118
28,35,35,0.004,3.147,0.004,6.818
28,35,42,0.005,5.179,0.003,2.876
28,35,49,0.005,1.414,0.006,3.728
28,35,56,0.002,3.958,0.002,2.099
28,35,63,0.005,2.192,0.005,3.306
28,35,70,0.004,1.83,0.002,1.431
28,35,77,0.004,3.769,0.001,4.107
28,35,84,0.005,4.822,0.003,1.933
28,35,91,0.001,1.782,0.003,3.366
28,35,98,0.002,1.657,0.005,0.807
28,35,105,0.008,3.648,0.002,3.403
28,35,112,0.0,3.26,0.005,1.3
28,35,119,0.007,2.355,0.002,2.332
28,35,126,0.004,3.214,0.0,3.456
28,35,133,0.004,2.79,0.006,3.368
28,35,140,0.002,0.606,0.001,3.21
28,35,147,0.004,2.775,0.003,1.699
28,35,154,0.003,3.139,0.005,1.163
28,35,161,0.002,1.657,0.003,0.866
28,35,168,0.004,4.145,0.006,2.481
28,35,175,0.005,4.224,0.004,2.926
28,42,0,0.004,0.551,0.003,2.442
28,42,7,0.006,2.372,0.001,2.196
28,42,14,0.006,2.255,0.005,1.838
28,42,21,0.003,3.975,0.003,1.464
28,42,28,0.006,0.563,0.003,2.143
28,42,35,0.003,2.177,0.005,0.624
28,42,42,0.006,2.451,0.004,2.319
28,42,49,0.0,4.189,0.007,1.296
28,42,56,0.004,2.145,0.004,1.349
28,42,63,0.003,3.061,0.001,2.395
28,42,70,0.002,2.304,0.007,1.751
28,42,77,0.003,2.972,0.003,1.583
28,42,84,0.003,1.047,0.004,2.583
28,42,91,0.002,1.627,0.005,2.2
28,42,98,0.001,1.251,0.002,1.536
28,42,105,0.007,1.95,0.004,3.765
28,42,112,0.0,2.303,0.005,2.095
28,42,119,0.006,3.173,0.001,1.661
28,42,126,0.001,1.828,0.006,3.442
28,42,133,0.006,2.463,0.002,2.456
28,42,140,0.001,2.702,0.001,1.814
28,42,147,0.004,5.064,0.007,2.153
28,42,154,0.003,2.102,0.001,2.022
28,42,161,0.005,1.887,0.002,2.268
28,42,168,0.003,2.197,0.006,3.089
28,42,175,0.003,3.337,0.001,1.418
28,49,0,0.005,5.034,0.005,2.85
28,49,7,0.002,2.345,0.003,4.739
28,49,14,0.005,1.673,0.004,0.654
28,49,21,0.004,1.115,0.003,2.49
28,49,28,0.003,3.923,0.003,1.084
28,49,35,0.003,1.267,0.003,1.991
28,49,42,0.006,0.385,0.004,2.973
28,49,49,0.001,1.67,0.002,1.62
28,49,56,0.005,1.413,0.003,2.208
28,49,63,0.001,1.625,0.004,1.188
28,49,70,0.005,3.796,0.004,1.76
28,49,77,0.002,1.32,0.003,1.1
28,49,84,0.005,4.851,0.004,1.352
28,49,91,0.004,2.293,0.002,2.41
28,49,98,0.003,2.468,0.002,1.566
28,49,105,0.005,0.863,0.003,1.238
28,49,112,0.004,3.206,0.003,3.762
28,49,119,0.005,1.531,0.004,1.737
28,49,126,0.002,1.094,0.004,2.317
28,49,133,0.006,3.566,0.001,1.267
28,49,140,0.001,1.791,0.004,1.547
28,49,147,0.006,1.882,0.004,0.816
28,49,154,0.001,1.288,0.002,1.032
28,49,161,0.006,2.312,0.005,1.493
28,49,168,0.002,1.077,0.003,1.119
28,49,175,0.006,3.11,0.004,2.291
28,56,0,0.004,1.657,0.004,0.974
28,56,7,0.003,1.375,0.004,1.195
28,56,14,0.004,3.583,0.003,1.227
28,56,21,0.001,1.123,0.003,2.362
28,56,28,0.004,2.2,0.003,2.02
28,56,35,0.003,2.33,0.003,2.506
28,56,42,0.002,1.613,0.002,2.971
28,56,49,0.004,1.785,0.003,1.526
28,56,56,0.002,0.835,0.003,1.328
28,56,63,0.004,1.045,0.004,1.456
28,56,70,0.004,3.804,0.003,1.142
28,56,77,0.002,1.6,0.003,4.095
28,56,84,0.004,2.746,0.001,4.505
28,56,91,0.003,1.198,0.003,1.402
28,56,98,0.005,4.175,0.004,3.169
28,56,105,0.003,2.19,0.005,1.028
28,56,112,0.003,1.704,0.004,1.649
28,56,119,0.003,3.301,0.004,4.945
28,56,126,0.003,1.824,0.004,2.139
28,56,133,0.002,1.903,0.003,1.513
28,56,140,0.004,2.255,0.003,3.343
28,56,147,0.002,0.551,0.003,1.135
28,56,154,0.004,3.955,0.003,2.406
28,56,161,0.003,2.323,0.003,3.572
28,56,168,0.003,3.655,0.004,3.489
28,56,175,0.004,3.041,0.002,1.435
28,63,0,0.003,2.239,0.004,2.468
28,63,7,0.002,4.396,0.003,1.766
28,63,14,0.003,3.954,0.004,2.949
28,63,21,0.004,0.797,0.003,2.476
28,63,28,0.003,1.632,0.004,1.406
28,63,35,0.003,5.213,0.004,2.527
28,63,42,0.003,3.087,0.004,2.058
28,63,49,0.002,2.173,0.003,2.15
28,63,56,0.004,1.507,0.003,2.031
28,63,63,0.004,1.827,0.001,1.163
28,63,70,0.003,1.085,0.002,2.217
28,63,77,0.003,1.464,0.002,2.31
28,63,84,0.004,0.839,0.003,0.66
28,63,91,0.003,1.875,0.004,1.545
28,63,98,0.003,2.594,0.004,0.665
28,63,105,0.003,2.532,0.004,1.756
28,63,112,0.004,1.129,0.004,1.754
28,63,119,0.003,2.352,0.003,2.51
28,63,126,0.003,1.511,0.003,0.348
28,63,133,0.003,3.961,0.002,0.979
28,63,140,0.001,1.584,0.003,0.722
28,63,147,0.004,2.303,0.002,2.085
28,63,154,0.004,2.32,0.003,2.416
28,63,161,0.003,2.407,0.003,3.81
28,63,168,0.004,2.129,0.002,3.159
28,63,175,0.003,4.544,0.004,3.18
28,70,0,0.003,3.278,0.003,2.437
28,70,7,0.003,5.122,0.002,1.404
28,70,14,0.003,1.5,0.003,1.432
28,70,21,0.003,1.281,0.003,0.852
28,70,28,0.004,3.529,0.003,1.568
28,70,35,0.003,3.879,0.003,0.874
28,70,42,0.003,1.743,0.004,2.054
28,70,49,0.004,0.802,0.003,2.141
28,70,56,0.004,2.283,0.002,1.74
28,70,63,0.003,2.189,0.004,1.5
28,70,70,0.002,9.674,0.002,2.259
28,70,77,0.004,0.421,0.002,2.495
28,70,84,0.003,2.426,0.004,5.751
28,70,91,0.003,1.679,0.003,1.653
28,70,98,0.002,1.015,0.003,2.961
28,70,105,0.003,2.437,0.003,0.622
28,70,112,0.004,5.049,0.003,2.538
28,70,119,0.003,1.391,0.002,1.125
28,70,126,0.002,2.663,0.003,1.217
28,70,133,0.003,3.035,0.003,3.468
28,70,140,0.003,2.294,0.002,0.902
28,70,147,0.004,1.716,0.003,3.439
28,70,154,0.003,2.75,0.004,2.826
28,70,161,0.002,3.091,0.002,2.829
28,70,168,0.004,3.911,0.004,4.104
28,70,175,0.003,3.132,0.004,3.496
28,77,0,0.003,6.297,0.002,3.419
28,77,7,0.002,0.684,0.004,3.561
28,77,14,0.003,1.046,0.002,4.598
28,77,21,0.004,2.684,0.004,3.767
28,77,28,0.003,14.65,0.002,0.778
28,77,35,0.003,1.242,0.004,1.93
28,77,42,0.004,2.031,0.002,6.435
28,77,49,0.003,4.386,0.004,2.769
28,77,56,0.001,3.57,0.002,0.657
28,77,63,0.004,4.321,0.004,1.543
28,77,70,0.004,0.784,0.002,2.538
28,77,77,0.003,2.055,0.004,2.322
28,77,84,0.003,1.979,0.003,0.923
28,77,91,0.003,4.542,0.003,5.287
28,77,98,0.002,2.748,0.003,5.602
28,77,105,0.003,2.536,0.003,3.506
28,77,112,0.004,2.045,0.004,3.857
28,77,119,0.003,6.313,0.002,9.492
28,77,126,0.003,1.49,0.004,2.773
28,77,133,0.003,5.157,0.001,0.511
28,77,140,0.003,1.115,0.004,2.406
28,77,147,0.002,0.88,0.002,1.625
28,77,154,0.004,2.45,0.004,1.546
28,77,161,0.003,2.219,0.003,4.267
28,77,168,0.003,4.434,0.004,5.815
28,77,175,0.003,1.065,0.002,1.088
28,84,0,0.003,4.667,0.005,8.676
28,84,7,0.003,7.402,0.006,9.575
28,84,14,0.007,14.067,0.004,3.391
28,84,21,0.002,6.311,0.002,2.907
28,84,28,0.002,7.911,0.003,6.193
28,84,35,0.004,1.039,0.005,8.229
28,84,42,0.004,2.884,0.005,9.055
28,84,49,0.008,8.141,0.002,1.02
28,84,56,0.009,3.559,0.003,3.131
28,84,63,0.011,1.176,0.004,5.251
28,84,70,0.009,0.888,0.004,8.581
28,84,77,0.009,6.416,0.002,9.591
28,84,84,0.005,7.486,0.003,1.948
28,84,91,0.004,1.533,0.004,7.709
28,84,98,0.002,2.977,0.006,1.048
28,84,105,0.004,10.162,0.004,9.126
28,84,112,0.005,7.62,0.002,1.741
28,84,119,0.003,7.721,0.004,2.508
28,84,126,0.004,6.225,0.005,4.517
28,84,133,0.006,1.909,0.005,7.531
28,84,140,0.008,9.321,0.003,6.181
28,84,147,0.007,1.748,0.003,8.818
28,84,154,0.007,5.712,0.004,6.142
28,84,161,0.006,8.254,0.006,7.438
28,84,168,0.007,8.83,0.004,9.602
28,84,175,0.005,7.337,0.002,5.593
35,0,0,0.0,17.32,0.0,0.792
35,0,7,0.0,14.193,0.246,7.866
35,0,14,0.0,4.359,0.268,11.666
35,0,21,0.0,0.313,0.26,8.549
35,0,28,0.241,17.73,0.25,17.098
35,0,35,0.286,15.384,0.0,10.212
35,0,42,0.0,4.901,0.202,8.211
35,0,49,0.0,0.32,0.251,10.678
35,0,56,0.0,3.91,0.253,9.691
35,0,63,0.0,3.792,0.251,13.251
35,0,70,0.0,0.207,0.241,14.15
35,0,77,0.283,0.101,0.249,6.691
35,0,84,0.23,14.564,0.266,15.91
35,0,91,0.207,10.008,0.0,5.982
35,0,98,0.271,12.405,0.0,7.206
35,0,105,0.305,5.237,0.239,12.25
35,0,112,0.279,11.364,0.0,0.37
35,0,119,0.242,3.988,0.229,9.532
35,0,126,0.272,16.529,0.225,9.088
35,0,133,0.297,9.857,0.271,11.982
35,0,140,0.0,0.069,0.241,0.456
35,0,147,0.276,3.376,0.0,12.858
35,0,154,0.195,9.561,0.0,1.161
35,0,161,0.0,1.459,0.0,11.897
35,0,168,0.272,0.834,0.0,3.508
35,0,175,0.259,9.91,0.246,4.812
35,7,0,0.519,7.002,0.001,5.872
35,7,7,0.002,3.377,0.002,4.667
35,7,14,0.002,8.596,0.002,7.0
35,7,21,1.746,5.356,0.002,4.39
35,7,28,0.002,5.355,0.001,7.86
35,7,35,0.002,3.68,0.002,3.491
35,7,42,0.002,2.729,0.001,6.518
35,7,49,0.003,2.517,0.002,5.77
35,7,56,0.018,6.286,0.989,4.859
35,7,63,0.003,11.384,0.001,3.093
35,7,70,0.002,3.736,0.001,6.266
35,7,77,0.002,3.623,0.002,3.677
35,7,84,0.002,6.749,0.002,6.728
35,7,91,0.002,15.349,0.002,3.683
35,7,98,0.002,9.183,0.118,5.015
35,7,105,0.002,2.152,0.002,8.38
35,7,112,0.002,4.842,0.002,3.352
35,7,119,0.002,6.804,0.002,3.784
35,7,126,0.002,7.001,0.002,8.101
35,7,133,0.002,9.598,0.002,8.985
35,7,140,0.002,6.955,0.003,9.461
35,7,147,0.005,7.01,0.002,4.377
35,7,154,0.009,4.467,0.009,1.898
35,7,161,0.003,2.917,0.785,6.073
35,7,168,0.002,9.12,0.002,5.68
35,7,175,0.003,7.069,0.002,3.027
35,14,0,0.001,5.579,0.001,3.071
35,14,7,0.001,1.978,0.002,3.798
35,14,14,0.001,12.293,0.001,1.608
35,14,21,0.001,6.337,0.001,2.716
35,14,28,0.001,2.076,0.001,6.74
35,14,35,0.001,6.86,0.001,5.648
35,14,42,0.001,0.482,0.001,3.971
35,14,49,0.001,2.546,0.001,8.197
35,14,56,0.001,8.073,0.001,4.346
35,14,63,0.005,6.67,0.001,8.25
35,14,70,0.001,6.14,0.001,2.775
35,14,77,0.001,1.309,0.001,1.967
35,14,84,0.001,4.526,0.005,2.525
35,14,91,0.001,8.723,0.003,5.147
35,14,98,0.001,5.2,0.001,10.184
35,14,105,0.001,8.593,0.002,3.574
35,14,112,0.001,8.186,0.001,2.36
35,14,119,0.001,6.474,0.001,6.57
35,14,126,0.001,1.611,0.002,14.016
35,14,133,0.001,4.862,0.001,2.318
35,14,140,0.001,0.974,0.001,9.509
35,14,147,0.001,2.707,0.001,8.561
35,14,154,0.003,3.751,0.001,3.327
35,14,161,0.001,3.135,0.001,8.197
35,14,168,0.001,5.775,0.001,1.081
35,14,175,0.001,10.656,0.001,1.577
35,21,0,0.001,1.428,0.001,2.443
35,21,7,0.001,1.95,0.001,1.516
35,21,14,0.003,9.849,0.001,7.957
35,21,21,0.008,6.307,0.003,4.523
35,21,28,0.001,3.077,0.002,3.098
35,21,35,0.001,2.729,0.001,1.936
35,21,42,0.001,2.355,0.001,3.542
35,21,49,0.004,6.414,0.001,2.086
35,21,56,0.001,5.588,0.002,4.686
35,21,63,0.003,2.434,0.001,3.772
35,21,70,0.002,2.94,0.004,3.375
35,21,77,0.004,2.982,0.001,4.887
35,21,84,0.003,3.253,0.003,1.405
35,21,91,0.001,8.311,0.001,3.045
35,21,98,0.001,0.865,0.001,5.393
35,21,105,0.012,3.564,0.001,2.648
35,21,112,0.004,1.192,0.002,2.256
35,21,119,0.001,1.469,0.001,2.327
35,21,126,0.007,2.685,0.001,7.761
35,21,133,0.001,3.725,0.003,3.93
35,21,140,0.004,3.565,0.001,2.874
35,21,147,0.001,3.633,0.002,1.294
35,21,154,0.001,3.13,0.004,4.587
35,21,161,0.001,1.177,0.001,3.459
35,21,168,0.002,3.588,0.004,5.105
35,21,175,0.001,4.062,0.003,2.076
35,28,0,0.008,5.036,0.002,2.834
35,28,7,0.004,1.369,0.001,2.664
35,28,14,0.003,3.27,0.005,2.207
35,28,21,0.007,1.042,0.003,4.448
35,28,28,0.001,4.758,0.001,1.891
35,28,35,0.008,2.512,0.005,2.189
35,28,42,0.003,0.954,0.001,4.884
35,28,49,0.002,3.305,0.007,1.766
35,28,56,0.011,1.579,0.004,0.777
35,28,63,0.001,2.572,0.001,1.534
35,28,70,0.007,2.96,0.008,3.387
35,28,77,0.004,2.062,0.001,1.218
35,28,84,0.001,1.115,0.008,2.12
35,28,91,0.007,4.379,0.005,2.47
35,28,98,0.002,4.353,0.002,2.178
35,28,105,0.007,2.635,0.007,1.442
35,28,112,0.006,1.727,0.001,2.635
35,28,119,0.001,2.539,0.009,3.053
35,28,126,0.008,4.75,0.002,5.874
35,28,133,0.001,1.193,0.001,2.469
35,28,140,0.004,1.551,0.008,3.268
35,28,147,0.011,1.843,0.001,2.838
35,28,154,0.001,0.937,0.006,1.899
35,28,161,0.007,2.431,0.006,0.813
35,28,168,0.005,4.098,0.004,3.333
35,28,175,0.001,3.469,0.008,4.763
35,35,0,0.005,3.98,0.003,2.084
35,35,7,0.005,0.746,0.001,1.188
35,35,14,0.003,4.073,0.007,3.808
35,35,21,0.005,3.269,0.002,2.929
35,35,28,0.002,2.824,0.005,3.368
35,35,35,0.004,0.5,0.003,2.968
35,35,42,0.006,1.383,0.004,4.043
35,35,49,0.003,1.278,0.002,3.06
35,35,56,0.005,3.784,0.006,4.281
35,35,63,0.004,4.037,0.004,2.488
35,35,70,0.005,3.693,0.002,2.466
35,35,77,0.007,4.046,0.003,0.756
35,35,84,0.001,1.341,0.003,1.004
35,35,91,0.001,3.465,0.005,2.27
35,35,98,0.002,2.427,0.007,1.647
35,35,105,0.003,2.827,0.005,2.829
35,35,112,0.004,2.137,0.004,4.36
35,35,119,0.005,4.072,0.006,4.739
35,35,126,0.004,2.31,0.007,4.875
35,35,133,0.003,3.754,0.006,2.103
35,35,140,0.003,3.138,0.005,2.242
35,35,147,0.004,5.368,0.004,1.446
35,35,154,0.005,2.866,0.001,1.197
35,35,161,0.004,5.83,0.005,1.02
35,35,168,0.007,0.807,0.001,0.739
35,35,175,0.002,3.207,0.006,3.127
35,42,0,0.005,1.974,0.006,3.261
35,42,7,0.003,3.884,0.001,0.973
35,42,14,0.001,3.329,0.004,1.26
35,42,21,0.005,4.166,0.006,2.045
35,42,28,0.002,2.808,0.002,1.735
35,42,35,0.004,1.365,0.005,3.061
35,42,42,0.003,1.85,0.004,1.4
35,42,49,0.003,0.938,0.002,1.838
35,42,56,0.005,1.237,0.006,3.793
35,42,63,0.002,4.328,0.003,2.744
35,42,70,0.005,2.833,0.004,1.854
35,42,77,0.001,1.707,0.005,2.215
35,42,84,0.006,2.877,0.002,3.919
35,42,91,0.001,0.862,0.004,2.878
35,42,98,0.005,4.503,0.005,0.952
35,42,105,0.002,1.231,0.004,1.304
35,42,112,0.006,2.895,0.005,1.331
35,42,119,0.002,5.5,0.002,3.946
35,42,126,0.005,1.528,0.003,1.865
35,42,133,0.002,4.234,0.006,0.982
35,42,140,0.001,1.213,0.004,2.021
35,42,147,0.005,3.232,0.004,1.84
35,42,154,0.002,2.661,0.005,1.867
35,42,161,0.005,4.456,0.003,1.078
35,42,168,0.004,2.687,0.004,0.53
35,42,175,0.001,1.922,0.004,2.626
35,49,0,0.003,1.256,0.003,3.599
35,49,7,0.001,1.281,0.004,1.521
35,49,14,0.006,2.985,0.003,3.155
35,49,21,0.001,1.899,0.002,1.673
35,49,28,0.004,0.639,0.005,1.116
35,49,35,0.004,3.626,0.003,3.612
35,49,42,0.004,1.273,0.004,2.493
35,49,49,0.004,3.105,0.004,1.263
35,49,56,0.004,1.649,0.004,4.413
35,49,63,0.005,0.803,0.003,4.428
35,49,70,0.003,1.656,0.004,0.919
35,49,77,0.006,1.92,0.003,2.024
35,49,84,0.003,2.83,0.003,1.372
35,49,91,0.006,1.938,0.003,2.448
35,49,98,0.002,3.291,0.004,5.435
35,49,105,0.006,1.951,0.003,2.5
35,49,112,0.002,2.455,0.002,0.957
35,49,119,0.004,0.966,0.003,1.689
35,49,126,0.004,3.472,0.002,2.217
35,49,133,0.004,0.634,0.004,2.712
35,49,140,0.004,1.036,0.004,1.999
35,49,147,0.005,1.135,0.004,4.143
35,49,154,0.004,0.147,0.002,2.403
35,49,161,0.003,2.812,0.004,3.43
35,49,168,0.003,0.975,0.003,2.689
35,49,175,0.003,2.23,0.004,1.247
