Euler1,Euler2,Euler3,n28,n28_noise,n32,n32_noise
63,28,140,0.016,2.706,0.012,1.175
63,28,147,0.014,1.351,0.002,0.523
63,28,154,0.003,3.55,0.014,4.214
63,28,161,0.014,12.508,0.001,2.677
63,28,168,0.001,1.85,0.012,1.7
63,28,175,0.011,2.745,0.016,1.662
63,35,0,0.008,1.946,0.008,7.756
63,35,7,0.003,3.322,0.007,1.832
63,35,14,0.009,4.345,0.009,3.918
63,35,21,0.006,4.028,0.006,5.016
63,35,28,0.006,2.433,0.007,2.007
63,35,35,0.011,0.843,0.01,5.029
63,35,42,0.01,1.392,0.01,4.089
63,35,49,0.007,3.458,0.009,0.831
63,35,56,0.01,3.955,0.013,2.915
63,35,63,0.011,3.025,0.005,2.793
63,35,70,0.009,2.363,0.009,1.63
63,35,77,0.011,2.564,0.006,1.326
63,35,84,0.007,6.118,0.006,3.043
63,35,91,0.008,4.169,0.008,3.003
63,35,98,0.005,2.618,0.005,8.574
63,35,105,0.01,2.105,0.007,4.079
63,35,112,0.01,2.046,0.009,1.681
63,35,119,0.008,3.706,0.006,1.491
63,35,126,0.004,2.964,0.01,4.338
63,35,133,0.01,1.719,0.006,2.73
63,35,140,0.007,2.013,0.003,7.132
63,35,147,0.011,6.162,0.006,4.452
63,35,154,0.011,0.942,0.009,4.195
63,35,161,0.011,1.284,0.013,4.534
63,35,168,0.012,3.301,0.006,2.277
63,35,175,0.005,1.473,0.012,2.845
63,42,0,0.007,3.139,0.007,4.17
63,42,7,0.005,2.593,0.008,1.581
63,42,14,0.007,2.099,0.009,2.024
63,42,21,0.008,1.494,0.009,1.814
63,42,28,0.001,2.894,0.008,4.447
63,42,35,0.009,1.886,0.004,5.15
63,42,42,0.003,2.746,0.007,4.957
63,42,49,0.009,2.821,0.005,1.676
63,42,56,0.008,3.693,0.006,1.936
63,42,63,0.009,3.722,0.008,1.047
63,42,70,0.01,0.36,0.005,3.038
63,42,77,0.009,3.401,0.009,2.626
63,42,84,0.008,1.502,0.011,3.224
63,42,91,0.009,2.679,0.007,3.51
63,42,98,0.008,7.751,0.01,3.244
63,42,105,0.005,1.706,0.01,1.252
63,42,112,0.008,0.927,0.008,1.062
63,42,119,0.005,3.597,0.008,3.371
63,42,126,0.009,2.802,0.005,1.264
63,42,133,0.002,1.577,0.008,0.93
63,42,140,0.01,2.059,0.009,0.816
63,42,147,0.008,0.79,0.003,2.032
63,42,154,0.008,1.431,0.008,3.978
63,42,161,0.01,3.385,0.008,3.102
63,42,168,0.009,3.431,0.003,1.762
63,42,175,0.007,2.04,0.01,2.03
63,49,0,0.005,3.111,0.006,2.886
63,49,7,0.008,4.101,0.006,1.505
63,49,14,0.006,1.443,0.007,2.388
63,49,21,0.006,2.119,0.007,4.378
63,49,28,0.008,1.706,0.008,2.064
63,49,35,0.008,2.123,0.007,2.99
63,49,42,0.005,3.29,0.004,1.886
63,49,49,0.008,1.879,0.007,3.135
63,49,56,0.001,3.643,0.007,3.072
63,49,63,0.008,2.512,0.007,1.116
63,49,70,0.003,2.614,0.007,0.62
63,49,77,0.008,1.725,0.007,0.93
63,49,84,0.006,4.855,0.006,1.28
63,49,91,0.007,1.516,0.008,3.558
63,49,98,0.008,1.796,0.004,1.75
63,49,105,0.007,6.312,0.006,2.038
63,49,112,0.006,3.892,0.008,1.968
63,49,119,0.007,3.611,0.006,2.093
63,49,126,0.008,1.104,0.005,1.934
63,49,133,0.004,1.745,0.008,2.47
63,49,140,0.008,3.443,0.006,6.057
63,49,147,0.002,2.089,0.008,2.684
63,49,154,0.008,0.48,0.005,2.088
63,49,161,0.002,2.45,0.005,2.882
63,49,168,0.008,0.982,0.008,2.456
63,49,175,0.007,3.583,0.007,2.236
63,56,0,0.007,2.329,0.004,2.531
63,56,7,0.007,3.17,0.006,2.626
63,56,14,0.003,3.305,0.006,1.982
63,56,21,0.007,1.159,0.005,2.149
63,56,28,0.003,1.937,0.005,3.494
63,56,35,0.006,1.133,0.005,1.383
63,56,42,0.006,0.768,0.005,1.44
63,56,49,0.004,0.846,0.005,0.971
63,56,56,0.006,1.994,0.005,1.55
63,56,63,0.004,1.062,0.003,1.018
63,56,70,0.005,3.28,0.005,1.247
63,56,77,0.006,3.43,0.006,0.984
63,56,84,0.002,1.02,0.006,1.625
63,56,91,0.006,1.179,0.006,1.767
63,56,98,0.004,1.635,0.005,2.458
63,56,105,0.003,0.424,0.004,2.293
63,56,112,0.006,3.525,0.004,3.109
63,56,119,0.006,1.774,0.005,3.21
63,56,126,0.005,0.898,0.005,1.249
63,56,133,0.006,1.948,0.006,4.062
63,56,140,0.004,5.343,0.007,3.439
63,56,147,0.006,2.917,0.004,0.628
63,56,154,0.004,1.662,0.005,2.762
63,56,161,0.006,2.182,0.004,3.087
63,56,168,0.006,2.256,0.003,3.004
63,56,175,0.002,1.419,0.005,2.515
63,63,0,0.004,0.842,0.004,1.617
63,63,7,0.006,1.866,0.005,1.426
63,63,14,0.004,1.052,0.003,2.225
63,63,21,0.005,1.936,0.003,2.92
63,63,28,0.005,0.952,0.004,2.096
63,63,35,0.005,4.182,0.004,1.213
63,63,42,0.004,1.084,0.004,1.448
63,63,49,0.006,1.71,0.005,1.718
63,63,56,0.004,2.472,0.004,5.13
63,63,63,0.004,2.238,0.004,1.28
63,63,70,0.005,1.395,0.005,2.421
63,63,77,0.005,0.96,0.005,1.559
63,63,84,0.004,4.284,0.004,2.121
63,63,91,0.005,1.055,0.004,2.506
63,63,98,0.004,1.191,0.003,1.288
63,63,105,0.005,2.346,0.005,1.993
63,63,112,0.004,1.315,0.004,2.639
63,63,119,0.006,2.068,0.004,1.3
63,63,126,0.004,4.408,0.005,0.913
63,63,133,0.004,2.54,0.005,3.292
63,63,140,0.006,3.974,0.005,3.646
63,63,147,0.004,1.471,0.004,1.246
63,63,154,0.004,2.834,0.005,1.732
63,63,161,0.005,1.601,0.005,1.499
63,63,168,0.004,3.458,0.005,2.5
63,63,175,0.005,1.379,0.005,2.365
63,70,0,0.004,3.553,0.004,2.267
63,70,7,0.005,2.655,0.005,2.231
63,70,14,0.004,1.744,0.003,4.173
63,70,21,0.003,2.905,0.003,3.983
63,70,28,0.004,2.873,0.004,2.247
63,70,35,0.004,1.987,0.003,1.323
63,70,42,0.003,2.421,0.003,2.17
63,70,49,0.004,6.453,0.004,0.434
63,70,56,0.003,1.017,0.004,3.799
63,70,63,0.004,4.137,0.004,0.997
63,70,70,0.005,3.295,0.004,1.176
63,70,77,0.003,2.66,0.004,1.753
63,70,84,0.004,0.592,0.003,2.805
63,70,91,0.004,1.06,0.004,1.064
63,70,98,0.005,0.655,0.004,0.849
63,70,105,0.003,2.107,0.003,0.949
63,70,112,0.003,1.696,0.004,0.896
63,70,119,0.004,2.127,0.005,2.747
63,70,126,0.003,3.486,0.004,4.974
63,70,133,0.004,1.152,0.004,1.872
63,70,140,0.004,1.459,0.005,3.893
63,70,147,0.004,2.619,0.004,2.979
63,70,154,0.005,2.571,0.004,5.523
63,70,161,0.005,3.999,0.005,1.883
63,70,168,0.002,0.805,0.004,1.936
63,70,175,0.004,1.426,0.004,2.482
63,77,0,0.004,4.078,0.004,2.464
63,77,7,0.004,2.993,0.003,2.755
63,77,14,0.004,1.426,0.004,2.204
63,77,21,0.003,0.525,0.003,4.226
63,77,28,0.003,3.318,0.004,2.25
63,77,35,0.003,3.211,0.003,2.333
63,77,42,0.003,7.05,0.004,4.139
63,77,49,0.004,2.271,0.002,0.24
63,77,56,0.004,1.659,0.004,3.259
63,77,63,0.003,3.804,0.003,5.6
63,77,70,0.003,1.474,0.004,0.768
63,77,77,0.003,1.252,0.003,1.315
63,77,84,0.003,0.94,0.004,2.546
63,77,91,0.004,2.86,0.003,4.625
63,77,98,0.003,4.941,0.003,2.796
63,77,105,0.004,3.159,0.004,0.359
63,77,112,0.003,0.829,0.003,1.807
63,77,119,0.003,3.756,0.004,2.458
63,77,126,0.003,0.675,0.003,2.819
63,77,133,0.003,3.032,0.004,1.769
63,77,140,0.004,3.356,0.002,0.752
63,77,147,0.004,7.581,0.004,1.247
63,77,154,0.004,6.579,0.003,2.041
63,77,161,0.003,3.04,0.004,3.341
63,77,168,0.004,2.18,0.003,2.964
63,77,175,0.004,2.565,0.004,0.925
63,84,0,0.005,2.293,0.003,12.471
63,84,7,0.005,2.514,0.003,5.137
63,84,14,0.006,2.588,0.004,3.243
63,84,21,0.005,3.054,0.004,2.757
63,84,28,0.005,2.329,0.004,3.409
63,84,35,0.004,1.993,0.002,10.663
63,84,42,0.003,4.315,0.003,4.328
63,84,49,0.003,8.524,0.005,4.479
63,84,56,0.002,2.337,0.004,1.734
63,84,63,0.007,3.035,0.003,3.068
63,84,70,0.003,11.966,0.003,2.055
63,84,77,0.003,2.497,0.004,5.966
63,84,84,0.003,3.265,0.004,5.712
63,84,91,0.005,5.627,0.003,7.928
63,84,98,0.006,11.514,0.002,4.475
63,84,105,0.006,1.976,0.004,6.08
63,84,112,0.006,13.569,0.004,9.412
63,84,119,0.005,1.784,0.004,1.758
63,84,126,0.004,0.498,0.002,0.947
63,84,133,0.003,3.562,0.003,2.046
63,84,140,0.002,9.023,0.004,14.828
63,84,147,0.002,14.498,0.004,3.395
63,84,154,0.004,3.634,0.003,14.546
63,84,161,0.003,4.059,0.002,2.483
63,84,168,0.005,4.631,0.003,5.925
63,84,175,0.003,7.383,0.004,17.107
70,0,0,0.262,1.363,0.307,10.566
70,0,7,0.0,1.047,0.0,0.545
70,0,14,0.0,14.94,0.248,4.671
70,0,21,0.0,14.976,0.258,0.556
70,0,28,0.255,5.822,0.256,2.957
70,0,35,0.252,13.777,0.246,7.497
70,0,42,0.248,11.535,0.317,0.221
70,0,49,0.354,0.162,0.236,8.582
70,0,56,0.0,13.175,0.261,3.042
70,0,63,0.252,7.709,0.238,13.34
70,0,70,0.252,0.573,0.272,0.094
70,0,77,0.265,0.362,0.234,0.124
70,0,84,0.247,13.037,0.255,10.84
70,0,91,0.0,0.465,0.275,5.895
70,0,98,0.298,9.241,0.238,15.617
70,0,105,0.0,8.912,0.251,12.513
70,0,112,0.0,1.487,0.226,8.428
70,0,119,0.302,10.403,0.272,6.078
70,0,126,0.0,7.927,0.273,11.048
70,0,133,0.0,15.43,0.0,6.932
70,0,140,0.29,9.741,0.271,16.343
70,0,147,0.0,16.904,0.243,10.683
70,0,154,0.236,3.23,0.262,0.275
70,0,161,0.0,10.089,0.275,8.235
70,0,168,0.28,0.015,0.0,7.524
70,0,175,0.265,7.516,0.283,1.998
70,7,0,0.008,3.227,0.005,2.533
70,7,7,0.005,11.448,0.005,2.516
70,7,14,0.005,4.669,0.004,3.189
70,7,21,0.005,5.192,0.002,8.419
70,7,28,0.006,8.053,0.004,6.344
70,7,35,0.005,10.581,0.005,8.074
70,7,42,0.003,5.505,0.005,7.011
70,7,49,0.005,7.006,0.004,1.35
70,7,56,0.004,5.439,0.005,5.919
70,7,63,0.004,3.716,0.004,5.676
70,7,70,0.004,1.084,0.005,3.861
70,7,77,0.181,15.772,0.005,11.65
70,7,84,0.006,3.015,0.005,3.065
70,7,91,0.004,1.438,0.005,0.551
70,7,98,0.005,8.193,0.005,9.497
70,7,105,0.005,10.786,0.005,3.063
70,7,112,0.004,7.865,0.006,2.315
70,7,119,0.005,3.391,0.004,8.983
70,7,126,0.011,7.06,0.004,7.32
70,7,133,0.004,1.333,0.005,3.513
70,7,140,0.005,5.604,0.003,7.035
70,7,147,0.941,2.511,0.005,7.466
70,7,154,0.005,3.414,0.005,2.559
70,7,161,0.006,7.005,0.004,12.04
70,7,168,0.434,7.052,0.005,3.983
70,7,175,0.004,8.337,0.11,5.297
70,14,0,0.01,1.396,0.003,7.814
70,14,7,0.003,4.167,0.003,4.438
70,14,14,0.006,8.621,0.002,7.659
70,14,21,0.002,6.401,0.002,2.405
70,14,28,0.002,3.955,0.003,7.047
70,14,35,0.002,4.766,0.002,4.316
70,14,42,0.003,7.24,0.004,1.225
70,14,49,0.003,5.576,0.003,5.478
70,14,56,0.004,4.66,0.003,1.43
70,14,63,0.002,5.669,0.002,2.342
70,14,70,0.002,6.885,0.003,6.968
70,14,77,0.005,2.756,0.002,5.184
70,14,84,0.002,5.137,0.003,6.345
70,14,91,0.003,2.201,0.003,5.753
70,14,98,0.003,1.724,0.003,5.853
70,14,105,0.002,5.888,0.004,5.77
70,14,112,0.002,2.451,0.002,8.68
70,14,119,0.003,3.425,0.003,2.705
70,14,126,0.015,2.394,0.002,8.455
70,14,133,0.003,5.318,0.003,9.601
70,14,140,0.002,4.727,0.002,8.724
70,14,147,0.002,4.088,0.003,2.327
70,14,154,0.002,4.405,0.002,2.572
70,14,161,0.003,2.912,0.005,1.603
70,14,168,0.002,12.341,0.003,5.665
70,14,175,0.003,4.78,0.002,7.168
70,21,0,0.004,2.102,0.002,4.074
70,21,7,0.006,2.621,0.002,7.208
70,21,14,0.009,7.805,0.003,2.858
70,21,21,0.007,6.942,0.012,5.645
70,21,28,0.003,1.836,0.002,4.951
70,21,35,0.002,7.562,0.003,7.108
70,21,42,0.012,7.07,0.011,7.176
70,21,49,0.006,4.2,0.002,7.141
70,21,56,0.002,7.417,0.002,9.012
70,21,63,0.002,7.064,0.002,2.168
70,21,70,0.002,5.309,0.011,7.623
70,21,77,0.018,3.707,0.012,3.665
70,21,84,0.008,2.21,0.021,4.713
70,21,91,0.002,2.388,0.009,7.37
70,21,98,0.006,2.593,0.002,6.742
70,21,105,0.014,1.685,0.002,2.354
70,21,112,0.001,3.721,0.006,4.273
70,21,119,0.002,6.953,0.018,1.202
70,21,126,0.001,3.868,0.013,7.37
70,21,133,0.01,8.86,0.004,6.494
70,21,140,0.017,2.665,0.001,5.916
70,21,147,0.002,3.492,0.002,5.271
70,21,154,0.002,7.121,0.006,7.208
70,21,161,0.012,5.601,0.017,2.033
70,21,168,0.02,7.356,0.01,3.102
70,21,175,0.016,5.769,1.872,3.655
70,28,0,0.001,6.701,0.014,1.709
70,28,7,0.016,4.611,0.013,1.631
70,28,14,0.003,1.381,0.003,2.307
70,28,21,0.003,9.696,0.007,1.837
70,28,28,0.021,8.478,0.023,3.161
70,28,35,0.002,9.644,0.004,0.772
70,28,42,0.011,1.316,0.018,1.495
70,28,49,0.021,9.987,0.008,1.931
70,28,56,0.001,3.898,0.008,9.528
70,28,63,0.022,3.724,0.017,9.805
70,28,70,0.009,4.16,0.004,6.083
70,28,77,0.004,6.521,0.019,5.544
70,28,84,0.019,7.446,0.013,9.337
70,28,91,0.001,3.127,0.006,3.139
70,28,98,0.015,9.835,0.014,10.202
70,28,105,0.014,1.485,0.001,4.266
70,28,112,0.002,4.607,0.021,9.713
70,28,119,0.02,5.483,0.001,2.824
70,28,126,0.001,1.454,0.011,2.288
70,28,133,0.011,1.897,0.015,6.11
70,28,140,0.021,7.854,0.003,3.248
70,28,147,0.001,3.097,0.016,5.812
70,28,154,0.021,9.3,0.01,3.299
70,28,161,0.01,3.963,0.007,4.11
70,28,168,0.006,9.668,0.02,2.382
70,28,175,0.019,2.932,0.003,0.633
70,35,0,0.009,4.088,0.011,2.492
70,35,7,0.015,0.671,0.016,5.412
70,35,14,0.015,3.582,0.005,2.107
70,35,21,0.011,4.226,0.015,2.724
70,35,28,0.005,1.594,0.008,2.058
70,35,35,0.007,5.496,0.016,5.778
70,35,42,0.011,2.007,0.004,1.868
70,35,49,0.009,3.308,0.01,8.269
70,35,56,0.013,12.02,0.007,1.321
70,35,63,0.015,1.583,0.009,1.643
70,35,70,0.014,2.679,0.011,2.337
70,35,77,0.008,3.914,0.013,1.957
70,35,84,0.004,2.079,0.014,1.049
70,35,91,0.004,1.925,0.009,2.503
70,35,98,0.002,2.653,0.01,1.774
70,35,105,0.011,6.827,0.015,0.754
70,35,112,0.015,3.758,0.007,1.781
70,35,119,0.004,5.944,0.011,1.792
70,35,126,0.016,2.908,0.013,3.246
70,35,133,0.014,0.859,0.011,3.549
70,35,140,0.011,0.751,0.015,3.898
70,35,147,0.01,2.458,0.013,0.583
70,35,154,0.012,1.436,0.014,2.234
70,35,161,0.014,1.533,0.013,0.956
70,35,168,0.01,7.654,0.011,2.778
70,35,175,0.01,1.009,0.011,1.467
70,42,0,0.007,2.409,0.003,1.069
70,42,7,0.01,1.994,0.013,4.629
70,42,14,0.009,2.955,0.01,2.559
70,42,21,0.004,1.602,0.004,3.36
70,42,28,0.011,1.246,0.014,7.776
70,42,35,0.009,2.555,0.007,1.764
70,42,42,0.013,3.927,0.013,4.575
70,42,49,0.011,5.189,0.014,1.752
70,42,56,0.008,7.215,0.004,1.646
70,42,63,0.011,2.124,0.01,1.327
70,42,70,0.007,2.394,0.01,1.268
70,42,77,0.013,4.345,0.005,2.29
70,42,84,0.01,5.046,0.013,0.879
70,42,91,0.013,1.493,0.006,2.808
70,42,98,0.009,0.877,0.01,1.742
70,42,105,0.014,4.861,0.013,0.944
70,42,112,0.007,3.972,0.009,5.27
70,42,119,0.01,1.693,0.013,5.257
70,42,126,0.008,2.479,0.013,0.561
70,42,133,0.013,1.669,0.004,1.616
70,42,140,0.012,1.574,0.01,4.125
70,42,147,0.008,2.717,0.01,7.229
70,42,154,0.012,3.002,0.01,2.374
70,42,161,0.007,2.272,0.009,2.231
70,42,168,0.007,5.702,0.01,0.98
70,42,175,0.01,2.371,0.003,6.796
70,49,0,0.007,4.185,0.009,1.094
70,49,7,0.009,6.857,0.008,7.636
70,49,14,0.003,3.097,0.008,0.545
70,49,21,0.01,4.668,0.01,2.727
70,49,28,0.008,4.1,0.009,5.016
70,49,35,0.01,0.287,0.009,1.779
70,49,42,0.007,1.545,0.009,5.829
70,49,49,0.009,3.201,0.007,2.862
70,49,56,0.007,1.045,0.008,1.322
70,49,63,0.008,2.247,0.009,4.8
70,49,70,0.007,4.867,0.007,2.431
70,49,77,0.007,13.184,0.01,5.003
70,49,84,0.009,1.458,0.009,3.552
70,49,91,0.004,1.158,0.008,2.919
70,49,98,0.01,7.771,0.011,1.127
70,49,105,0.002,2.716,0.004,1.764
70,49,112,0.011,2.197,0.009,1.87
70,49,119,0.008,4.26,0.011,2.584
70,49,126,0.011,2.19,0.009,3.63
70,49,133,0.006,3.074,0.009,0.794
70,49,140,0.009,1.171,0.009,4.873
70,49,147,0.007,2.133,0.009,3.291
70,49,154,0.009,1.539,0.007,2.113
70,49,161,0.007,2.476,0.01,2.846
70,49,168,0.009,3.348,0.011,2.761
70,49,175,0.008,1.701,0.009,3.235
70,56,0,0.005,1.394,0.006,2.183
70,56,7,0.008,2.16,0.006,1.789
70,56,14,0.007,1.715,0.005,1.565
70,56,21,0.007,1.04,0.008,1.877
70,56,28,0.009,6.463,0.006,2.356
70,56,35,0.005,3.244,0.008,1.863
70,56,42,0.007,1.502,0.009,4.654
70,56,49,0.007,1.841,0.008,1.688
70,56,56,0.006,1.685,0.008,3.376
70,56,63,0.008,0.94,0.008,3.168
70,56,70,0.006,5.546,0.007,2.9
70,56,77,0.008,2.407,0.007,0.832
70,56,84,0.008,1.761,0.008,1.91
70,56,91,0.004,1.538,0.007,2.495
70,56,98,0.009,1.072,0.008,2.849
70,56,105,0.007,1.702,0.009,2.726
70,56,112,0.006,2.207,0.006,1.21
70,56,119,0.008,1.676,0.007,1.209
70,56,126,0.006,2.864,0.004,1.646
70,56,133,0.007,1.72,0.005,2.442
70,56,140,0.008,3.391,0.007,3.881
70,56,147,0.005,3.986,0.009,3.552
70,56,154,0.008,2.869,0.008,1.61
70,56,161,0.006,2.372,0.008,3.481
70,56,168,0.008,1.528,0.005,3.104
70,56,175,0.007,2.877,0.005,0.601
70,63,0,0.007,2.38,0.005,1.882
70,63,7,0.005,2.041,0.005,3.91
70,63,14,0.006,0.784,0.007,0.445
70,63,21,0.007,1.937,0.007,1.813
70,63,28,0.006,2.119,0.006,1.89
70,63,35,0.007,0.816,0.007,3.526
70,63,42,0.005,2.814,0.007,3.775
70,63,49,0.006,1.772,0.006,2.466
70,63,56,0.007,3.538,0.006,2.287
70,63,63,0.006,2.407,0.006,0.642
70,63,70,0.006,1.323,0.006,1.634
70,63,77,0.007,2.171,0.005,2.748
70,63,84,0.004,1.446,0.004,2.403
70,63,91,0.007,2.094,0.006,2.631
70,63,98,0.007,1.122,0.006,2.5
70,63,105,0.004,2.818,0.005,3.339
70,63,112,0.007,2.291,0.007,1.054
70,63,119,0.005,1.343,0.007,2.634
70,63,126,0.007,2.054,0.007,1.357
70,63,133,0.005,1.991,0.007,1.317
70,63,140,0.006,3.407,0.006,3.062
70,63,147,0.007,1.491,0.005,2.347
70,63,154,0.005,2.075,0.004,3.956
70,63,161,0.005,1.167,0.004,2.901
70,63,168,0.007,1.712,0.005,2.432
70,63,175,0.004,2.324,0.003,1.64
70,70,0,0.005,2.451,0.005,1.873
70,70,7,0.004,1.353,0.006,0.507
70,70,14,0.006,4.174,0.004,1.413
70,70,21,0.005,2.143,0.006,3.392
70,70,28,0.004,1.848,0.006,2.031
70,70,35,0.006,3.329,0.004,2.032
70,70,42,0.005,4.225,0.006,2.886
70,70,49,0.005,1.384,0.005,3.81
70,70,56,0.005,2.429,0.004,1.623
70,70,63,0.005,7.324,0.005,4.183
70,70,70,0.005,1.491,0.005,2.45
70,70,77,0.006,2.871,0.004,1.82
70,70,84,0.005,4.473,0.005,4.555
70,70,91,0.004,2.362,0.006,4.219
70,70,98,0.006,3.753,0.003,0.922
70,70,105,0.005,3.626,0.005,0.891
70,70,112,0.005,1.62,0.006,2.635
70,70,119,0.004,2.726,0.004,2.396
70,70,126,0.006,1.994,0.005,2.901
70,70,133,0.005,2.772,0.006,2.152
70,70,140,0.005,6.335,0.005,3.244
70,70,147,0.005,3.372,0.004,1.502
70,70,154,0.004,3.88,0.006,1.291
70,70,161,0.006,2.044,0.004,2.451
70,70,168,0.005,1.012,0.004,2.649
70,70,175,0.004,1.033,0.006,3.261
70,77,0,0.004,3.762,0.004,5.168
70,77,7,0.004,1.138,0.004,1.233
70,77,14,0.005,1.572,0.005,1.686
70,77,21,0.005,3.546,0.004,2.188
70,77,28,0.005,4.147,0.005,1.042
70,77,35,0.004,3.151,0.004,1.118
70,77,42,0.003,3.556,0.004,3.151
70,77,49,0.003,2.14,0.004,4.167
70,77,56,0.005,4.22,0.004,1.584
70,77,63,0.005,2.321,0.004,1.269
70,77,70,0.005,7.022,0.003,2.801
70,77,77,0.005,4.228,0.005,2.004
70,77,84,0.004,2.565,0.003,3.745
70,77,91,0.003,4.473,0.005,2.557
70,77,98,0.004,6.973,0.004,1.278
70,77,105,0.005,2.7,0.005,0.068
70,77,112,0.005,2.649,0.004,3.053
70,77,119,0.005,2.683,0.005,1.284
70,77,126,0.005,2.778,0.004,1.851
70,77,133,0.003,4.374,0.004,4.161
70,77,140,0.003,2.505,0.005,4.072
70,77,147,0.005,3.49,0.003,3.015
70,77,154,0.005,1.68,0.005,1.531
70,77,161,0.005,4.413,0.004,1.409
70,77,168,0.005,3.869,0.004,3.911
70,77,175,0.003,1.949,0.003,2.139
70,84,0,0.004,9.961,0.004,8.375
70,84,7,0.004,2.143,0.004,1.142
70,84,14,0.004,3.238,0.003,3.201
70,84,21,0.004,2.481,0.004,10.709
70,84,28,0.005,4.087,0.005,6.129
70,84,35,0.006,2.553,0.005,9.043
70,84,42,0.006,1.235,0.003,0.703
70,84,49,0.006,9.746,0.003,2.561
70,84,56,0.005,6.937,0.005,9.552
70,84,63,0.004,3.802,0.004,8.862
70,84,70,0.003,6.578,0.003,11.436
70,84,77,0.003,11.185,0.003,6.78
70,84,84,0.007,3.017,0.004,7.415
70,84,91,0.007,7.788,0.005,4.096
70,84,98,0.005,3.125,0.004,1.882
70,84,105,0.003,0.93,0.003,5.418
70,84,112,0.004,5.148,0.003,2.284
70,84,119,0.005,6.736,0.005,3.167
70,84,126,0.006,11.25,0.005,9.975
70,84,133,0.006,2.53,0.003,1.186
70,84,140,0.006,6.262,0.003,5.003
70,84,147,0.005,7.71,0.005,10.755
70,84,154,0.004,3.442,0.005,3.05
70,84,161,0.004,8.768,0.004,5.132
70,84,168,0.004,8.179,0.003,8.805
70,84,175,0.005,1.278,0.004,11.204
77,0,0,0.26,12.672,0.0,6.833
77,0,7,0.0,9.2,0.255,13.375
77,0,14,0.0,7.858,0.249,7.747
77,0,21,0.0,1.436,0.226,13.691
77,0,28,0.263,7.844,0.254,8.271
77,0,35,0.27,7.648,0.28,9.188
77,0,42,0.244,0.323,0.0,10.58
77,0,49,0.192,7.661,0.262,6.054
77,0,56,0.0,6.132,0.338,6.025
77,0,63,0.271,0.237,0.053,9.736
77,0,70,0.256,2.187,0.244,8.5
77,0,77,0.262,10.37,0.252,3.351
77,0,84,0.0,6.55,0.266,15.112
77,0,91,0.284,0.062,0.0,13.867
77,0,98,0.248,11.237,0.257,11.252
77,0,105,0.282,10.756,0.0,7.013
77,0,112,0.0,10.424,0.0,9.271
77,0,119,0.245,9.669,0.189,6.913
77,0,126,0.0,1.57,0.0,2.744
77,0,133,0.0,11.44,0.253,12.624
77,0,140,0.0,0.062,0.0,11.418
77,0,147,0.0,0.149,0.0,0.457
77,0,154,0.285,11.377,0.0,9.524
77,0,161,0.0,7.793,0.0,5.887
77,0,168,0.237,18.07,0.28,8.951
77,0,175,0.271,2.957,0.235,11.474
77,7,0,0.007,3.636,0.008,5.526
77,7,7,0.053,7.799,0.006,1.867
77,7,14,0.009,7.316,0.008,11.092
77,7,21,0.007,6.673,0.008,8.001
77,7,28,0.008,6.28,0.006,2.984
77,7,35,0.008,6.917,0.007,7.02
77,7,42,0.002,7.001,0.007,8.731
77,7,49,0.009,1.048,0.007,2.726
77,7,56,0.009,10.509,0.008,7.023
77,7,63,0.006,6.837,0.003,5.726
77,7,70,0.009,11.199,0.007,3.95
77,7,77,0.007,8.219,0.008,2.696
77,7,84,0.007,1.815,0.007,8.981
77,7,91,0.008,4.692,0.008,9.98
77,7,98,0.007,1.725,0.007,2.931
77,7,105,0.009,4.488,0.005,10.282
77,7,112,0.01,7.003,0.009,13.091
77,7,119,0.008,8.886,0.007,9.879
77,7,126,0.005,2.727,0.006,7.002
77,7,133,0.009,7.261,0.01,5.763
77,7,140,0.008,3.022,0.006,1.621
77,7,147,0.008,6.955,0.006,12.438
77,7,154,0.008,1.476,0.007,8.011
77,7,161,1.271,1.656,0.002,1.887
77,7,168,0.132,5.383,0.018,7.416
77,7,175,0.036,9.886,0.232,5.362
77,14,0,0.035,4.005,0.004,10.359
77,14,7,0.005,4.062,0.005,2.582
77,14,14,0.004,3.585,0.004,2.34
77,14,21,0.004,4.336,0.003,3.069
77,14,28,0.011,3.992,0.024,13.326
77,14,35,0.001,4.983,0.002,3.644
77,14,42,0.003,3.717,0.004,3.12
77,14,49,0.039,4.305,0.004,4.423
77,14,56,0.004,1.413,0.004,7.574
77,14,63,0.004,7.914,0.005,12.303
77,14,70,0.004,5.791,0.004,3.767
77,14,77,0.003,3.356,0.004,3.557
77,14,84,0.004,3.617,0.002,3.347
77,14,91,0.012,7.383,0.004,4.384
77,14,98,0.004,9.786,0.003,3.522
77,14,105,0.004,3.126,0.005,4.828
77,14,112,0.003,3.224,0.003,3.14
77,14,119,0.006,3.815,0.005,7.026
77,14,126,0.002,3.496,0.005,6.327
77,14,133,0.004,11.98,0.007,1.913
77,14,140,0.017,3.574,0.008,10.955
77,14,147,0.004,3.596,0.003,3.915
77,14,154,0.005,3.508,0.004,3.17
77,14,161,0.004,2.675,0.012,5.924
77,14,168,1.428,2.367,1.202,4.239
77,14,175,0.003,3.788,0.003,4.156
77,21,0,0.008,5.003,0.025,4.107
77,21,7,0.005,4.928,0.009,4.773
77,21,14,0.037,5.255,0.004,5.795
77,21,21,0.024,5.681,0.006,9.761
