Euler1,Euler2,Euler3,4samples,8samples,16samples,24samples
21,63,112,12.413,0.002,0.002,0.002
21,63,119,75.791,0.005,0.004,0.002
21,63,126,12.842,0.004,0.004,0.002
21,63,133,0.312,0.003,0.002,0.004
21,63,140,0.448,0.004,0.004,0.005
21,63,147,3.196,0.004,0.004,0.004
21,63,154,2.822,0.001,0.002,0.003
21,63,161,3.396,0.003,0.003,0.003
21,63,168,12.338,0.002,0.004,0.003
21,63,175,0.228,0.003,0.003,0.002
21,70,0,2.563,0.003,0.002,0.003
21,70,7,28.132,0.003,0.003,0.002
21,70,14,21.148,0.001,0.003,0.003
21,70,21,0.089,0.001,0.002,0.001
21,70,28,2.063,0.006,0.004,0.004
21,70,35,3.173,0.004,0.004,0.002
21,70,42,82.805,0.004,0.005,0.004
21,70,49,67.954,0.002,0.002,0.002
21,70,56,0.02,0.003,0.003,0.003
21,70,63,6.694,0.001,0.002,0.002
21,70,70,11.079,0.005,0.003,0.003
21,70,77,3.411,0.003,0.003,0.003
21,70,84,11.657,0.007,0.003,0.003
21,70,91,12.824,0.003,0.003,0.003
21,70,98,1.421,0.003,0.003,0.002
21,70,105,62.567,0.003,0.003,0.003
21,70,112,24.455,0.003,0.002,0.002
21,70,119,4.87,0.004,0.004,0.003
21,70,126,3.267,0.005,0.003,0.002
21,70,133,70.544,0.008,0.003,0.004
21,70,140,0.207,0.002,0.002,0.002
21,70,147,0.183,0.005,0.004,0.004
21,70,154,3.939,0.003,0.003,0.001
21,70,161,6.394,0.004,0.003,0.003
21,70,168,12.775,0.004,0.004,0.002
21,70,175,1.364,0.006,0.003,0.003
21,77,0,33.83,0.003,0.002,0.003
21,77,7,13.232,0.008,0.004,0.003
21,77,14,3.937,0.007,0.001,0.002
21,77,21,1.726,0.003,0.002,0.002
21,77,28,4.523,0.005,0.005,0.002
21,77,35,8.797,0.006,0.001,0.002
21,77,42,25.009,0.004,0.002,0.003
21,77,49,1.98,0.005,0.003,0.004
21,77,56,7.37,0.009,0.002,0.003
21,77,63,5.608,0.005,0.003,0.003
21,77,70,6.618,0.005,0.004,0.002
21,77,77,3.499,0.003,0.003,0.002
21,77,84,26.487,0.007,0.002,0.003
21,77,91,4.462,0.002,0.003,0.003
21,77,98,1.611,0.002,0.002,0.002
21,77,105,11.504,0.004,0.004,0.003
21,77,112,15.229,0.003,0.003,0.003
21,77,119,8.855,0.006,0.003,0.001
21,77,126,11.873,0.006,0.003,0.002
21,77,133,5.578,0.002,0.003,0.002
21,77,140,30.303,0.006,0.004,0.002
21,77,147,10.476,0.003,0.003,0.003
21,77,154,4.073,0.003,0.002,0.003
21,77,161,5.014,0.004,0.003,0.003
21,77,168,7.746,0.004,0.003,0.003
21,77,175,1.293,0.005,0.002,0.002
21,84,0,21.216,0.004,0.003,0.004
21,84,7,2.697,7.245,0.007,0.004
21,84,14,6.847,0.006,0.003,0.008
21,84,21,1.212,0.002,0.015,0.004
21,84,28,1.017,0.004,0.003,0.005
21,84,35,7.269,0.008,0.004,0.003
21,84,42,32.339,0.016,0.012,0.007
21,84,49,0.06,0.008,0.004,0.002
21,84,56,22.562,0.011,0.003,0.003
21,84,63,7.771,0.01,0.003,0.006
21,84,70,8.065,0.004,0.009,0.003
21,84,77,24.453,0.004,0.003,0.003
21,84,84,3.085,0.007,0.008,0.004
21,84,91,4.018,0.033,0.004,0.001
21,84,98,30.341,0.007,0.002,0.003
21,84,105,2.024,0.007,0.003,0.004
21,84,112,12.091,0.008,0.002,0.002
21,84,119,74.722,0.005,0.005,0.009
21,84,126,7.682,0.008,0.002,0.003
21,84,133,83.388,0.026,0.017,0.004
21,84,140,12.922,0.026,0.005,0.003
21,84,147,17.268,0.023,0.011,0.01
21,84,154,7.098,0.01,0.007,0.002
21,84,161,2.132,0.003,0.004,0.003
21,84,168,17.973,0.006,0.004,0.005
21,84,175,12.032,0.021,0.009,0.002
28,0,0,0.0,0.0,0.0,0.265
28,0,7,0.0,0.0,0.0,0.246
28,0,14,0.0,0.0,0.0,0.251
28,0,21,1.933,0.0,0.0,0.261
28,0,28,2.858,0.0,0.0,0.248
28,0,35,0.0,0.0,0.24,0.242
28,0,42,0.002,0.0,0.265,0.283
28,0,49,0.0,0.0,0.0,0.243
28,0,56,0.91,0.0,0.0,0.253
28,0,63,0.113,1.242,0.185,0.112
28,0,70,3.047,0.427,0.157,0.25
28,0,77,0.001,0.318,0.277,0.269
28,0,84,0.671,0.0,0.288,0.241
28,0,91,0.0,0.306,0.124,0.254
28,0,98,2.067,0.0,0.0,0.209
28,0,105,0.0,0.435,0.0,0.25
28,0,112,0.917,0.0,0.0,0.262
28,0,119,0.0,0.0,0.0,0.242
28,0,126,0.0,0.587,0.0,0.0
28,0,133,2.823,0.0,0.275,0.264
28,0,140,0.001,0.434,0.0,0.252
28,0,147,9.631,0.0,0.0,0.244
28,0,154,4.309,0.0,0.236,0.269
28,0,161,0.824,0.0,0.209,0.238
28,0,168,0.0,0.0,0.0,0.0
28,0,175,0.0,0.471,0.367,0.0
28,7,0,2.377,0.016,0.002,0.001
28,7,7,3.527,0.321,0.023,0.007
28,7,14,3.422,0.01,0.032,0.001
28,7,21,12.031,0.057,0.006,0.001
28,7,28,1.469,0.3,0.02,0.002
28,7,35,12.667,0.128,0.002,0.311
28,7,42,1.482,0.074,0.005,0.003
28,7,49,3.375,0.076,0.006,0.002
28,7,56,2.14,0.033,0.031,0.021
28,7,63,0.57,0.01,0.002,0.003
28,7,70,0.284,0.049,0.014,0.005
28,7,77,2.286,0.074,0.01,0.002
28,7,84,1.986,0.187,0.039,0.001
28,7,91,18.15,0.044,0.013,0.001
28,7,98,3.009,0.008,0.003,0.012
28,7,105,4.333,0.074,0.001,0.001
28,7,112,3.358,0.344,0.022,0.008
28,7,119,0.185,0.205,0.022,0.002
28,7,126,19.437,0.05,0.007,0.004
28,7,133,29.088,0.29,0.001,0.064
28,7,140,2.654,0.031,0.002,0.002
28,7,147,3.551,0.025,0.003,0.003
28,7,154,2.078,0.169,0.01,0.002
28,7,161,3.545,0.337,0.007,0.005
28,7,168,3.116,0.124,0.027,0.005
28,7,175,2.178,0.444,0.003,0.003
28,14,0,7.227,0.005,0.001,0.001
28,14,7,6.89,0.011,0.004,0.006
28,14,14,7.183,0.021,0.002,0.003
28,14,21,5.961,0.03,0.009,0.007
28,14,28,7.102,0.032,0.003,0.001
28,14,35,56.079,0.033,0.01,0.008
28,14,42,26.137,0.012,0.004,0.001
28,14,49,7.141,0.017,0.008,0.001
28,14,56,6.146,0.009,0.004,0.004
28,14,63,5.245,0.01,0.001,0.001
28,14,70,4.651,0.02,0.003,0.006
28,14,77,3.547,0.006,0.004,0.001
28,14,84,7.207,0.006,0.001,0.001
28,14,91,7.148,0.007,0.001,0.001
28,14,98,7.245,0.008,0.002,0.009
28,14,105,10.907,0.001,0.001,0.001
28,14,112,4.593,5.703,0.006,0.009
28,14,119,3.833,0.01,0.007,0.002
28,14,126,41.535,0.006,0.006,0.007
28,14,133,23.262,0.007,0.001,0.001
28,14,140,13.232,0.009,0.005,0.008
28,14,147,3.488,0.005,0.001,0.001
28,14,154,7.525,0.279,0.001,0.001
28,14,161,2.948,0.017,0.001,0.002
28,14,168,5.235,0.05,0.003,0.001
28,14,175,2.269,0.008,0.004,0.004
28,21,0,4.194,0.001,0.001,0.001
28,21,7,10.606,0.015,0.002,0.006
28,21,14,47.76,0.009,0.003,0.006
28,21,21,0.817,0.001,0.001,0.001
28,21,28,8.113,0.003,0.001,0.001
28,21,35,9.78,0.014,0.009,0.004
28,21,42,8.152,0.014,0.001,0.001
28,21,49,1.469,0.004,0.005,0.001
28,21,56,1.572,0.002,0.003,0.001
28,21,63,6.094,0.01,0.003,0.01
28,21,70,4.218,0.004,0.007,0.01
28,21,77,0.865,0.007,0.002,0.005
28,21,84,4.885,0.004,0.003,0.001
28,21,91,0.397,0.01,0.004,0.002
28,21,98,7.109,0.01,0.01,0.001
28,21,105,10.667,0.004,0.001,0.0
28,21,112,10.705,0.002,0.003,0.003
28,21,119,3.361,0.014,0.001,0.002
28,21,126,12.774,0.013,0.001,0.001
28,21,133,15.894,0.005,0.0,0.001
28,21,140,12.665,0.006,0.004,0.004
28,21,147,1.059,0.018,0.012,0.002
28,21,154,3.56,0.011,0.003,0.001
28,21,161,7.149,0.004,0.005,0.001
28,21,168,4.585,0.011,0.004,0.006
28,21,175,4.4,0.119,0.015,0.012
28,28,0,8.358,0.001,0.001,0.008
28,28,7,14.531,0.006,0.003,0.001
28,28,14,14.43,0.001,0.004,0.001
28,28,21,9.791,0.005,0.002,0.003
28,28,28,11.422,0.008,0.001,0.005
28,28,35,14.425,0.009,0.008,0.001
28,28,42,3.209,0.004,0.0,0.001
28,28,49,6.304,0.006,0.005,0.005
28,28,56,5.218,0.004,0.006,0.001
28,28,63,0.525,0.007,0.001,0.001
28,28,70,7.694,0.004,0.006,0.002
28,28,77,3.081,0.011,0.011,0.004
28,28,84,13.846,0.009,0.001,0.002
28,28,91,7.282,0.005,0.001,0.001
28,28,98,3.848,0.006,0.006,0.003
28,28,105,10.115,0.008,0.005,0.006
28,28,112,4.283,0.004,0.004,0.002
28,28,119,0.416,0.014,0.004,0.001
28,28,126,9.902,0.009,0.002,0.001
28,28,133,4.747,0.006,0.002,0.001
28,28,140,15.058,0.007,0.003,0.001
28,28,147,0.696,0.003,0.011,0.002
28,28,154,4.428,0.001,0.001,0.005
28,28,161,5.498,0.01,0.003,0.005
28,28,168,2.014,0.008,0.008,0.0
28,28,175,2.825,0.006,0.001,0.002
28,35,0,35.662,0.004,0.004,0.004
28,35,7,9.922,0.008,0.007,0.005
28,35,14,9.166,0.006,0.004,0.007
28,35,21,18.038,0.002,0.003,0.001
28,35,28,8.901,0.007,0.001,0.002
28,35,35,6.274,0.004,0.002,0.002
28,35,42,40.953,0.006,0.005,0.005
28,35,49,2.167,0.006,0.001,0.005
28,35,56,2.685,0.005,0.002,0.004
28,35,63,4.76,0.006,0.002,0.007
28,35,70,8.617,0.006,0.008,0.006
28,35,77,19.208,0.006,0.004,0.005
28,35,84,3.25,0.006,0.005,0.004
28,35,91,9.399,0.002,0.001,0.005
28,35,98,5.116,0.006,0.006,0.005
28,35,105,1.014,0.001,0.006,0.001
28,35,112,31.972,0.005,0.004,0.005
28,35,119,17.724,0.009,0.006,0.007
28,35,126,2.987,0.003,0.005,0.001
28,35,133,3.424,0.006,0.002,0.006
28,35,140,12.966,0.003,0.003,0.002
28,35,147,0.413,0.002,0.001,0.004
28,35,154,3.631,0.004,0.003,0.003
28,35,161,14.14,0.002,0.002,0.004
28,35,168,5.365,0.01,0.002,0.007
28,35,175,1.765,0.006,0.005,0.006
28,42,0,2.35,0.004,0.003,0.003
28,42,7,1.473,0.004,0.006,0.003
28,42,14,5.028,0.004,0.003,0.001
28,42,21,9.006,0.005,0.005,0.003
28,42,28,1.032,0.005,0.005,0.005
28,42,35,11.591,0.004,0.004,0.002
28,42,42,0.125,0.006,0.006,0.005
28,42,49,20.407,0.004,0.004,0.004
28,42,56,3.37,0.005,0.005,0.005
28,42,63,0.443,0.003,0.004,0.003
28,42,70,7.845,0.005,0.005,0.005
28,42,77,3.968,0.006,0.005,0.006
28,42,84,9.158,0.004,0.003,0.002
28,42,91,11.854,0.006,0.005,0.006
28,42,98,15.869,0.004,0.005,0.002
28,42,105,3.927,0.002,0.003,0.002
28,42,112,2.828,0.002,0.004,0.003
28,42,119,2.198,0.002,0.003,0.003
28,42,126,18.714,0.003,0.002,0.002
28,42,133,2.051,0.004,0.003,0.005
28,42,140,2.473,0.001,0.002,0.002
28,42,147,8.597,0.004,0.005,0.005
28,42,154,0.924,0.006,0.004,0.004
28,42,161,0.228,0.005,0.002,0.006
28,42,168,3.567,0.01,0.006,0.003
28,42,175,9.588,0.003,0.001,0.005
28,49,0,0.167,0.006,0.003,0.002
28,49,7,3.443,0.003,0.003,0.003
28,49,14,5.834,0.004,0.002,0.004
28,49,21,10.996,0.001,0.002,0.002
28,49,28,10.448,0.004,0.002,0.003
28,49,35,0.166,0.003,0.005,0.004
28,49,42,3.24,0.001,0.002,0.002
28,49,49,0.02,0.003,0.004,0.001
28,49,56,13.655,0.006,0.002,0.003
28,49,63,1.85,0.001,0.004,0.003
28,49,70,5.677,0.004,0.005,0.004
28,49,77,0.391,0.004,0.005,0.004
28,49,84,26.961,0.004,0.004,0.004
28,49,91,5.85,0.003,0.004,0.003
28,49,98,46.264,0.004,0.004,0.004
28,49,105,7.272,0.001,0.002,0.002
28,49,112,5.025,0.004,0.003,0.004
28,49,119,1.826,0.004,0.005,0.004
28,49,126,29.817,0.002,0.003,0.003
28,49,133,4.274,0.001,0.003,0.004
28,49,140,3.584,0.004,0.004,0.004
28,49,147,6.497,0.003,0.004,0.002
28,49,154,0.437,0.001,0.001,0.001
28,49,161,1.46,0.004,0.003,0.003
28,49,168,14.27,0.006,0.005,0.003
28,49,175,0.449,0.007,0.003,0.004
28,56,0,0.01,0.003,0.004,0.003
28,56,7,2.42,0.006,0.003,0.003
28,56,14,2.447,0.005,0.005,0.004
28,56,21,2.04,0.003,0.004,0.003
28,56,28,6.293,0.006,0.004,0.004
28,56,35,65.309,0.003,0.002,0.003
28,56,42,9.264,0.003,0.003,0.003
28,56,49,3.667,0.003,0.003,0.002
28,56,56,7.856,0.004,0.004,0.004
28,56,63,10.325,0.003,0.003,0.002
28,56,70,6.055,0.004,0.004,0.002
28,56,77,33.146,0.004,0.004,0.004
28,56,84,5.753,0.004,0.003,0.004
28,56,91,0.357,0.002,0.004,0.002
28,56,98,19.028,0.003,0.001,0.004
28,56,105,4.716,0.002,0.002,0.003
28,56,112,9.81,0.002,0.003,0.004
28,56,119,7.092,0.004,0.003,0.003
28,56,126,24.482,0.006,0.003,0.003
28,56,133,2.65,0.005,0.004,0.004
28,56,140,2.169,0.003,0.005,0.003
28,56,147,3.56,0.004,0.004,0.004
28,56,154,7.197,0.001,0.003,0.002
28,56,161,14.429,0.004,0.003,0.004
28,56,168,0.979,0.003,0.004,0.003
28,56,175,7.447,0.001,0.003,0.002
28,63,0,0.895,0.005,0.003,0.004
28,63,7,22.692,0.003,0.003,0.004
28,63,14,7.165,0.003,0.003,0.003
28,63,21,21.202,0.002,0.002,0.003
28,63,28,4.241,0.002,0.003,0.003
28,63,35,0.4,0.003,0.003,0.002
28,63,42,33.548,0.001,0.003,0.003
28,63,49,0.735,0.004,0.004,0.003
28,63,56,13.722,0.004,0.003,0.004
28,63,63,5.282,0.003,0.002,0.003
28,63,70,7.066,0.004,0.004,0.003
28,63,77,9.249,0.005,0.003,0.002
28,63,84,0.114,0.002,0.002,0.003
28,63,91,20.935,0.001,0.004,0.002
28,63,98,6.203,0.003,0.003,0.004
28,63,105,31.106,0.003,0.002,0.003
28,63,112,1.855,0.003,0.003,0.004
28,63,119,36.861,0.003,0.002,0.004
28,63,126,14.031,0.005,0.003,0.003
28,63,133,5.298,0.004,0.003,0.003
28,63,140,18.612,0.003,0.003,0.003
28,63,147,2.829,0.003,0.003,0.003
28,63,154,0.097,0.001,0.003,0.003
28,63,161,14.533,0.005,0.003,0.004
28,63,168,1.756,0.004,0.002,0.003
28,63,175,12.091,0.004,0.003,0.003
28,70,0,0.915,0.003,0.004,0.002
28,70,7,33.012,0.004,0.003,0.003
28,70,14,76.814,0.003,0.002,0.002
28,70,21,9.934,0.003,0.003,0.003
28,70,28,6.202,0.003,0.002,0.002
28,70,35,6.944,0.003,0.002,0.003
28,70,42,5.624,0.003,0.003,0.002
28,70,49,1.862,0.005,0.004,0.003
28,70,56,0.177,0.002,0.002,0.002
28,70,63,0.225,0.004,0.003,0.002
28,70,70,7.214,0.004,0.001,0.002
28,70,77,12.008,0.003,0.003,0.002
28,70,84,2.762,0.003,0.003,0.002
28,70,91,19.112,0.004,0.003,0.002
28,70,98,20.01,0.002,0.004,0.003
28,70,105,53.629,0.002,0.002,0.002
28,70,112,30.514,0.004,0.003,0.003
28,70,119,16.073,0.004,0.002,0.002
28,70,126,2.3,0.002,0.002,0.003
28,70,133,69.306,0.004,0.003,0.002
28,70,140,13.851,0.003,0.004,0.003
28,70,147,1.968,0.004,0.003,0.002
28,70,154,18.915,0.003,0.003,0.003
28,70,161,7.853,0.005,0.002,0.003
28,70,168,0.976,0.003,0.002,0.002
28,70,175,8.605,0.003,0.003,0.002
28,77,0,15.456,0.004,0.004,0.002
28,77,7,12.434,0.009,0.002,0.003
28,77,14,15.982,0.006,0.004,0.003
28,77,21,15.537,0.004,0.004,0.003
28,77,28,1.136,0.007,0.003,0.003
28,77,35,18.728,0.006,0.004,0.003
28,77,42,82.26,0.004,0.003,0.002
28,77,49,20.866,0.002,0.003,0.002
28,77,56,3.328,0.005,0.004,0.003
28,77,63,7.417,0.008,0.003,0.003
28,77,70,7.57,0.003,0.003,0.003
28,77,77,2.022,0.004,0.004,0.003
28,77,84,9.004,0.004,0.002,0.003
28,77,91,9.497,0.005,0.003,0.003
28,77,98,12.401,0.004,0.004,0.003
28,77,105,8.946,0.009,0.002,0.002
28,77,112,4.969,0.005,0.003,0.003
28,77,119,1.567,0.003,0.004,0.003
28,77,126,3.164,0.003,0.002,0.003
28,77,133,8.53,0.007,0.003,0.003
28,77,140,11.571,0.003,0.003,0.003
28,77,147,40.877,0.008,0.002,0.002
28,77,154,0.828,0.006,0.003,0.003
28,77,161,11.607,0.003,0.003,0.003
28,77,168,11.948,0.002,0.003,0.003
28,77,175,10.762,0.005,0.004,0.003
28,84,0,0.088,0.004,0.006,0.003
28,84,7,7.352,0.054,0.015,0.005
28,84,14,3.07,0.005,0.003,0.003
28,84,21,44.636,0.008,0.004,0.003
28,84,28,22.717,0.004,0.003,0.009
28,84,35,21.07,0.003,0.004,0.004
28,84,42,49.098,0.021,0.009,0.007
28,84,49,25.756,0.004,0.002,0.004
28,84,56,2.342,0.004,0.002,0.003
28,84,63,17.409,0.008,0.005,0.005
28,84,70,31.362,0.004,0.004,0.005
28,84,77,7.325,0.003,0.004,0.003
28,84,84,5.225,0.004,0.003,0.003
28,84,91,7.06,0.044,0.002,0.003
28,84,98,2.483,0.027,0.005,0.003
28,84,105,38.028,0.024,0.007,0.003
28,84,112,20.795,0.005,0.004,0.005
28,84,119,34.229,0.009,0.005,0.003
28,84,126,24.327,0.005,0.008,0.003
28,84,133,8.954,0.013,0.007,0.011
28,84,140,9.172,0.019,0.003,0.004
28,84,147,7.801,0.01,0.008,0.006
28,84,154,10.444,0.006,0.007,0.004
28,84,161,1.168,0.008,0.004,0.003
28,84,168,10.266,0.005,0.007,0.006
28,84,175,30.157,0.009,0.003,0.005
35,0,0,0.0,0.001,0.0,0.217
35,0,7,2.505,0.0,0.0,0.253
35,0,14,2.143,0.0,0.0,0.233
35,0,21,3.235,0.399,0.0,0.257
35,0,28,0.389,0.0,0.0,0.213
35,0,35,0.0,0.0,0.229,0.275
35,0,42,0.0,0.476,0.0,0.0
35,0,49,0.0,0.0,0.0,0.259
35,0,56,0.28,0.0,0.0,0.249
35,0,63,11.306,0.0,0.292,0.0
35,0,70,9.518,0.0,0.247,0.268
35,0,77,0.0,0.356,0.0,0.237
35,0,84,24.312,0.3,0.198,0.238
35,0,91,2.054,0.0,0.0,0.0
35,0,98,3.815,0.232,0.141,0.251
35,0,105,1.731,0.0,0.281,0.245
35,0,112,2.574,0.0,0.0,0.264
35,0,119,0.0,0.458,0.0,0.274
35,0,126,14.974,0.0,0.0,0.279
35,0,133,0.001,0.223,0.0,0.0
35,0,140,3.649,0.0,0.197,0.223
35,0,147,0.17,0.0,0.0,0.244
35,0,154,2.553,0.0,0.0,0.24
35,0,161,2.06,0.0,0.234,0.254
35,0,168,0.0,0.0,0.0,0.294
35,0,175,2.758,0.0,0.183,0.0
35,7,0,4.271,0.033,0.009,0.002
35,7,7,15.217,0.163,0.046,0.004
35,7,14,35.186,1.968,0.023,0.002
35,7,21,7.001,0.074,0.008,0.002
35,7,28,17.306,0.509,0.839,0.001
35,7,35,14.26,0.038,0.018,0.002
35,7,42,2.545,0.187,0.002,0.002
35,7,49,4.298,0.128,0.002,0.003
35,7,56,3.306,0.513,0.004,0.003
35,7,63,4.249,0.549,0.002,0.001
35,7,70,16.798,0.189,0.019,0.002
35,7,77,4.313,0.153,0.02,0.007
35,7,84,47.097,0.174,0.002,0.001
35,7,91,20.359,0.012,0.009,0.002
35,7,98,4.311,0.232,0.154,0.003
35,7,105,3.151,0.015,0.002,0.006
35,7,112,7.001,0.042,0.003,0.002
35,7,119,5.769,0.026,0.006,0.002
35,7,126,4.918,0.473,0.122,0.002
35,7,133,15.864,0.115,0.074,0.005
35,7,140,0.463,0.068,0.003,0.002
35,7,147,2.177,0.16,0.021,0.004
35,7,154,3.799,0.012,0.001,0.018
35,7,161,7.007,0.422,0.046,0.016
35,7,168,3.1,0.542,0.006,1.621
35,7,175,2.655,0.671,0.003,0.005
35,14,0,0.473,0.0,0.0,0.001
35,14,7,9.663,0.004,0.001,0.006
35,14,14,42.488,0.008,0.004,0.001
35,14,21,7.199,0.013,0.017,0.01
35,14,28,14.027,0.141,0.004,0.001
35,14,35,29.204,0.027,0.002,0.003
35,14,42,9.608,0.027,0.006,0.003
35,14,49,9.173,3.265,0.003,0.011
35,14,56,0.752,0.023,0.002,0.004
35,14,63,3.993,0.034,0.003,0.003
35,14,70,8.578,0.04,0.012,0.001
35,14,77,10.612,0.017,0.001,0.001
35,14,84,8.092,0.055,0.001,0.011
35,14,91,7.813,0.002,0.003,0.001
35,14,98,7.971,0.008,0.002,0.002
35,14,105,4.264,0.054,0.001,0.001
35,14,112,8.717,0.017,0.009,0.003
35,14,119,6.964,0.014,0.001,0.001
35,14,126,15.623,0.016,0.009,0.011
35,14,133,11.465,0.088,0.001,0.003
35,14,140,6.831,0.01,0.001,0.003
35,14,147,3.902,0.011,0.001,0.005
35,14,154,9.593,0.032,0.003,0.01
35,14,161,1.246,0.012,0.016,0.002
35,14,168,4.36,0.006,0.002,0.002
35,14,175,9.593,0.018,0.002,0.001
35,21,0,14.619,0.001,0.0,0.003
35,21,7,25.94,0.006,0.001,0.003
35,21,14,6.194,0.007,0.003,0.008
35,21,21,19.48,0.016,0.005,0.005
35,21,28,13.916,0.006,0.001,0.001
35,21,35,9.696,0.011,0.007,0.001
35,21,42,2.552,0.004,0.007,0.009
35,21,49,3.349,0.006,0.002,0.001
35,21,56,2.45,0.004,0.001,0.001
35,21,63,15.153,0.009,0.001,0.004
35,21,70,3.438,0.006,0.001,0.003
35,21,77,19.4,0.01,0.001,0.001
35,21,84,11.889,0.009,0.008,0.002
35,21,91,13.915,0.006,0.01,0.005
35,21,98,14.502,0.013,0.009,0.004
35,21,105,14.517,0.015,0.006,0.003
35,21,112,20.394,0.015,0.005,0.003
35,21,119,50.977,0.015,0.002,0.008
35,21,126,26.771,0.012,0.001,0.003
35,21,133,4.837,0.006,0.006,0.0
35,21,140,8.009,0.013,0.006,0.006
35,21,147,8.232,0.002,0.004,0.009
35,21,154,4.305,0.013,0.001,0.001
35,21,161,12.12,0.02,0.003,0.001
35,21,168,10.102,0.007,0.003,0.004
35,21,175,7.304,0.011,0.001,0.001
35,28,0,50.298,0.004,0.001,0.003
35,28,7,7.512,0.006,0.005,0.005
35,28,14,14.848,0.011,0.008,0.005
35,28,21,13.976,0.007,0.004,0.002
35,28,28,42.074,0.009,0.001,0.001
35,28,35,18.442,0.003,0.002,0.001
35,28,42,1.238,0.003,0.004,0.006
35,28,49,0.998,0.002,0.001,0.003
35,28,56,3.364,0.004,0.004,0.002
35,28,63,1.223,0.003,0.002,0.004
35,28,70,1.626,0.005,0.001,0.002
35,28,77,16.286,0.006,0.004,0.002
35,28,84,8.429,0.007,0.004,0.005
35,28,91,5.28,0.005,0.0,0.006
35,28,98,14.765,0.007,0.006,0.004
35,28,105,16.836,0.008,0.008,0.003
35,28,112,8.342,0.003,0.001,0.004
35,28,119,0.396,0.009,0.008,0.006
35,28,126,9.074,0.002,0.003,0.002
35,28,133,1.192,0.0,0.003,0.001
35,28,140,1.622,0.004,0.0,0.002
35,28,147,6.415,0.008,0.007,0.006
35,28,154,18.079,0.004,0.003,0.004
35,28,161,6.062,0.004,0.002,0.001
35,28,168,3.047,0.01,0.006,0.004
35,28,175,5.28,0.009,0.003,0.003
35,35,0,1.726,0.005,0.001,0.002
35,35,7,17.702,0.004,0.002,0.001
35,35,14,41.155,0.005,0.004,0.005
35,35,21,6.778,0.007,0.006,0.004
35,35,28,2.906,0.008,0.005,0.005
35,35,35,1.374,0.009,0.002,0.007
35,35,42,16.59,0.008,0.004,0.004
35,35,49,6.245,0.002,0.004,0.003
35,35,56,3.337,0.007,0.004,0.002
35,35,63,1.718,0.007,0.004,0.005
35,35,70,1.845,0.008,0.002,0.001
35,35,77,4.021,0.007,0.006,0.003
35,35,84,24.193,0.002,0.004,0.004
35,35,91,22.742,0.001,0.005,0.004
35,35,98,16.427,0.002,0.004,0.001
35,35,105,29.003,0.004,0.001,0.002
35,35,112,3.387,0.006,0.004,0.001
35,35,119,3.623,0.008,0.003,0.005
35,35,126,2.154,0.007,0.001,0.004
35,35,133,0.091,0.004,0.005,0.005
35,35,140,5.789,0.004,0.006,0.006
35,35,147,8.644,0.002,0.001,0.004
35,35,154,6.998,0.009,0.005,0.004
35,35,161,4.754,0.006,0.002,0.002
35,35,168,16.352,0.001,0.001,0.004
35,35,175,19.542,0.004,0.003,0.002
35,42,0,0.028,0.001,0.002,0.004
35,42,7,5.207,0.004,0.004,0.005
35,42,14,22.388,0.003,0.003,0.001
35,42,21,28.344,0.006,0.001,0.005
35,42,28,0.176,0.003,0.003,0.001
35,42,35,0.787,0.002,0.001,0.004
35,42,42,0.213,0.003,0.004,0.003
35,42,49,5.03,0.003,0.004,0.003
35,42,56,4.293,0.002,0.002,0.002
35,42,63,0.559,0.004,0.005,0.005
35,42,70,6.12,0.005,0.004,0.003
35,42,77,2.51,0.003,0.004,0.004
35,42,84,8.54,0.005,0.005,0.002
35,42,91,0.507,0.003,0.003,0.003
35,42,98,12.47,0.005,0.005,0.006
35,42,105,5.544,0.005,0.006,0.004
35,42,112,28.84,0.005,0.004,0.005
35,42,119,15.275,0.006,0.004,0.002
35,42,126,8.008,0.004,0.003,0.005
35,42,133,4.587,0.001,0.002,0.003
35,42,140,5.164,0.005,0.004,0.004
35,42,147,3.39,0.001,0.003,0.003
35,42,154,23.125,0.004,0.002,0.001
35,42,161,0.464,0.002,0.004,0.002
35,42,168,1.188,0.001,0.003,0.005
35,42,175,1.75,0.008,0.005,0.004
35,49,0,0.015,0.002,0.001,0.004
35,49,7,10.576,0.005,0.005,0.004
35,49,14,0.373,0.003,0.004,0.003
35,49,21,7.994,0.002,0.005,0.004
35,49,28,11.765,0.004,0.003,0.004
35,49,35,63.341,0.005,0.005,0.004
35,49,42,2.408,0.004,0.003,0.003
35,49,49,8.607,0.004,0.004,0.004
35,49,56,4.718,0.003,0.003,0.005
35,49,63,4.157,0.005,0.004,0.004
35,49,70,16.536,0.004,0.003,0.003
35,49,77,22.473,0.003,0.003,0.003
35,49,84,0.446,0.003,0.004,0.004
35,49,91,32.629,0.005,0.001,0.003
35,49,98,1.094,0.005,0.004,0.004
35,49,105,5.068,0.004,0.004,0.003
35,49,112,4.487,0.004,0.003,0.002
35,49,119,10.196,0.004,0.004,0.004
35,49,126,36.432,0.005,0.004,0.004
35,49,133,2.094,0.004,0.005,0.004
35,49,140,0.248,0.002,0.004,0.004
35,49,147,3.836,0.002,0.003,0.003
35,49,154,0.24,0.005,0.004,0.004
35,49,161,0.703,0.005,0.004,0.004
35,49,168,21.993,0.004,0.004,0.004
35,49,175,0.802,0.003,0.004,0.003
