Euler1,Euler2,Euler3,4samples,8samples,16samples,24samples
77,21,28,1.43,0.022,0.004,0.013
77,21,35,3.452,0.024,0.006,0.031
77,21,42,7.563,0.037,0.025,0.033
77,21,49,1.305,0.051,0.01,0.003
77,21,56,4.724,0.006,0.005,0.003
77,21,63,4.023,0.038,0.002,0.043
77,21,70,4.762,0.027,0.014,0.026
77,21,77,2.552,0.035,0.012,0.012
77,21,84,0.973,0.028,0.039,0.003
77,21,91,2.381,0.061,0.028,0.007
77,21,98,1.417,0.046,0.039,0.011
77,21,105,0.33,0.017,0.019,0.002
77,21,112,4.65,0.025,0.011,0.013
77,21,119,4.696,0.04,0.006,0.004
77,21,126,3.581,0.006,0.002,0.004
77,21,133,44.972,0.019,0.005,0.015
77,21,140,65.237,0.04,0.032,0.03
77,21,147,2.597,0.029,0.037,0.034
77,21,154,5.045,0.035,0.014,0.002
77,21,161,4.762,0.02,0.014,0.003
77,21,168,4.371,0.01,0.032,0.008
77,21,175,0.033,0.243,1.083,0.026
77,28,0,0.009,0.035,0.004,0.026
77,28,7,0.269,0.007,0.002,0.007
77,28,14,1.82,0.037,0.036,0.024
77,28,21,2.313,0.009,0.003,0.013
77,28,28,6.196,0.036,0.03,0.015
77,28,35,0.965,0.021,0.009,0.029
77,28,42,2.903,0.004,0.015,0.003
77,28,49,0.08,0.02,0.005,0.013
77,28,56,6.135,0.021,0.027,0.009
77,28,63,5.378,0.027,0.016,0.009
77,28,70,6.361,0.035,0.026,0.004
77,28,77,12.593,0.02,0.016,0.015
77,28,84,20.054,0.022,0.003,0.005
77,28,91,12.236,0.003,0.016,0.012
77,28,98,1.482,0.034,0.034,0.012
77,28,105,0.73,0.029,0.03,0.023
77,28,112,2.431,0.021,0.021,0.023
77,28,119,3.419,0.024,0.02,0.015
77,28,126,5.808,0.013,0.018,0.014
77,28,133,10.452,0.007,0.006,0.017
77,28,140,7.516,0.015,0.002,0.012
77,28,147,6.321,0.045,0.023,0.029
77,28,154,0.067,0.014,0.028,0.022
77,28,161,0.387,0.03,0.013,0.014
77,28,168,6.405,1.635,0.672,1.157
77,28,175,6.446,0.037,0.431,0.019
77,35,0,0.009,0.017,0.009,0.019
77,35,7,2.308,0.016,0.021,0.017
77,35,14,0.401,0.02,0.016,0.02
77,35,21,1.801,0.033,0.028,0.025
77,35,28,10.151,0.005,0.01,0.007
77,35,35,4.376,0.015,0.01,0.022
77,35,42,13.715,0.023,0.021,0.015
77,35,49,13.605,0.008,0.007,0.025
77,35,56,6.547,0.021,0.026,0.012
77,35,63,7.015,0.026,0.001,0.023
77,35,70,2.873,0.019,0.017,0.018
77,35,77,3.819,0.019,0.021,0.017
77,35,84,1.297,0.005,0.007,0.001
77,35,91,1.498,0.018,0.014,0.016
77,35,98,1.396,0.018,0.003,0.012
77,35,105,0.249,0.023,0.019,0.011
77,35,112,2.022,0.014,0.014,0.016
77,35,119,6.043,0.018,0.015,0.022
77,35,126,1.077,0.006,0.017,0.006
77,35,133,0.666,0.013,0.018,0.022
77,35,140,5.541,0.022,0.025,0.02
77,35,147,0.607,0.011,0.007,0.013
77,35,154,6.012,0.009,0.026,0.009
77,35,161,6.656,0.006,0.006,0.012
77,35,168,3.669,0.004,0.002,0.023
77,35,175,2.114,0.021,0.026,0.018
77,42,0,0.014,0.007,0.007,0.008
77,42,7,1.452,0.021,0.02,0.02
77,42,14,1.64,0.007,0.013,0.013
77,42,21,0.449,0.012,0.014,0.015
77,42,28,1.303,0.019,0.014,0.015
77,42,35,2.685,0.019,0.019,0.019
77,42,42,6.462,0.018,0.02,0.015
77,42,49,6.917,0.015,0.017,0.018
77,42,56,5.622,0.026,0.019,0.021
77,42,63,7.906,0.008,0.018,0.017
77,42,70,8.299,0.018,0.017,0.014
77,42,77,9.363,0.02,0.018,0.018
77,42,84,3.856,0.008,0.019,0.014
77,42,91,0.652,0.02,0.012,0.013
77,42,98,7.021,0.015,0.019,0.014
77,42,105,1.975,0.016,0.02,0.007
77,42,112,0.911,0.013,0.016,0.018
77,42,119,2.884,0.016,0.008,0.014
77,42,126,2.493,0.012,0.017,0.014
77,42,133,0.147,0.008,0.017,0.017
77,42,140,9.258,0.011,0.01,0.019
77,42,147,1.085,0.016,0.018,0.015
77,42,154,0.531,0.008,0.012,0.017
77,42,161,1.619,0.017,0.012,0.021
77,42,168,1.214,0.021,0.02,0.017
77,42,175,3.782,0.016,0.004,0.012
77,49,0,10.241,0.008,0.007,0.006
77,49,7,1.613,0.016,0.012,0.015
77,49,14,0.368,0.005,0.009,0.014
77,49,21,1.212,0.016,0.009,0.01
77,49,28,0.909,0.006,0.007,0.012
77,49,35,7.089,0.015,0.015,0.016
77,49,42,6.964,0.013,0.01,0.011
77,49,49,1.838,0.011,0.007,0.014
77,49,56,2.375,0.014,0.015,0.011
77,49,63,24.006,0.011,0.014,0.012
77,49,70,4.165,0.012,0.013,0.013
77,49,77,0.402,0.016,0.014,0.015
77,49,84,7.012,0.007,0.015,0.013
77,49,91,1.094,0.014,0.012,0.013
77,49,98,0.931,0.021,0.017,0.014
77,49,105,0.709,0.014,0.012,0.005
77,49,112,2.889,0.014,0.014,0.015
77,49,119,0.715,0.008,0.013,0.015
77,49,126,14.335,0.011,0.018,0.011
77,49,133,0.321,0.006,0.012,0.012
77,49,140,6.499,0.012,0.012,0.013
77,49,147,7.78,0.009,0.014,0.01
77,49,154,1.849,0.012,0.008,0.013
77,49,161,3.455,0.013,0.01,0.011
77,49,168,0.966,0.017,0.013,0.013
77,49,175,11.591,0.009,0.009,0.012
77,56,0,0.015,0.014,0.009,0.008
77,56,7,2.015,0.011,0.006,0.012
77,56,14,1.15,0.01,0.014,0.013
77,56,21,1.026,0.009,0.011,0.01
77,56,28,3.808,0.011,0.012,0.013
77,56,35,9.251,0.012,0.011,0.011
77,56,42,0.696,0.009,0.013,0.011
77,56,49,8.25,0.006,0.008,0.01
77,56,56,12.055,0.009,0.008,0.01
77,56,63,1.768,0.011,0.012,0.013
77,56,70,1.107,0.011,0.012,0.012
77,56,77,7.96,0.007,0.011,0.011
77,56,84,1.365,0.009,0.01,0.01
77,56,91,2.765,0.012,0.008,0.009
77,56,98,1.492,0.014,0.006,0.01
77,56,105,3.858,0.014,0.005,0.008
77,56,112,0.803,0.012,0.012,0.011
77,56,119,11.256,0.009,0.01,0.008
77,56,126,24.304,0.011,0.01,0.01
77,56,133,5.522,0.008,0.008,0.012
77,56,140,2.659,0.008,0.011,0.012
77,56,147,5.786,0.009,0.011,0.011
77,56,154,10.763,0.004,0.007,0.009
77,56,161,39.313,0.015,0.01,0.012
77,56,168,1.451,0.014,0.011,0.013
77,56,175,1.518,0.009,0.01,0.012
77,63,0,0.013,0.009,0.007,0.008
77,63,7,1.775,0.004,0.009,0.009
77,63,14,5.335,0.01,0.008,0.008
77,63,21,7.088,0.007,0.009,0.007
77,63,28,1.361,0.006,0.009,0.01
77,63,35,10.273,0.009,0.009,0.01
77,63,42,10.559,0.009,0.01,0.008
77,63,49,12.227,0.011,0.009,0.009
77,63,56,5.387,0.01,0.01,0.01
77,63,63,0.53,0.011,0.009,0.01
77,63,70,4.213,0.01,0.009,0.009
77,63,77,4.061,0.008,0.008,0.008
77,63,84,1.224,0.007,0.007,0.008
77,63,91,0.266,0.01,0.009,0.009
77,63,98,0.335,0.01,0.01,0.009
77,63,105,7.978,0.011,0.009,0.007
77,63,112,1.991,0.009,0.009,0.009
77,63,119,28.985,0.013,0.009,0.008
77,63,126,3.094,0.01,0.009,0.01
77,63,133,3.128,0.005,0.004,0.008
77,63,140,2.609,0.011,0.008,0.01
77,63,147,44.551,0.007,0.007,0.008
77,63,154,12.758,0.008,0.005,0.009
77,63,161,4.555,0.004,0.008,0.009
77,63,168,1.462,0.011,0.01,0.01
77,63,175,18.666,0.006,0.005,0.008
77,70,0,0.009,0.005,0.006,0.007
77,70,7,8.515,0.007,0.007,0.007
77,70,14,13.407,0.003,0.007,0.007
77,70,21,1.574,0.008,0.007,0.006
77,70,28,1.897,0.009,0.007,0.008
77,70,35,8.019,0.004,0.007,0.005
77,70,42,4.695,0.008,0.007,0.007
77,70,49,0.057,0.005,0.008,0.006
77,70,56,2.837,0.004,0.008,0.007
77,70,63,3.058,0.01,0.004,0.006
77,70,70,3.854,0.01,0.008,0.006
77,70,77,7.203,0.005,0.008,0.007
77,70,84,3.73,0.008,0.008,0.007
77,70,91,0.141,0.008,0.008,0.008
77,70,98,10.556,0.005,0.007,0.006
77,70,105,9.44,0.008,0.007,0.007
77,70,112,3.736,0.008,0.008,0.007
77,70,119,2.552,0.009,0.009,0.007
77,70,126,0.012,0.006,0.007,0.006
77,70,133,39.267,0.008,0.008,0.008
77,70,140,4.038,0.003,0.006,0.005
77,70,147,0.925,0.008,0.006,0.008
77,70,154,1.096,0.005,0.006,0.006
77,70,161,6.784,0.007,0.007,0.007
77,70,168,16.016,0.008,0.007,0.004
77,70,175,0.129,0.007,0.007,0.006
77,77,0,0.021,0.014,0.006,0.006
77,77,7,8.384,0.008,0.006,0.006
77,77,14,0.573,0.004,0.006,0.005
77,77,21,2.565,0.006,0.007,0.005
77,77,28,6.637,0.006,0.006,0.006
77,77,35,2.472,0.009,0.006,0.006
77,77,42,4.631,0.006,0.006,0.006
77,77,49,10.917,0.009,0.007,0.007
77,77,56,2.065,0.008,0.006,0.006
77,77,63,1.413,0.005,0.006,0.006
77,77,70,1.607,0.004,0.007,0.006
77,77,77,5.522,0.008,0.007,0.006
77,77,84,9.962,0.006,0.006,0.006
77,77,91,13.041,0.013,0.006,0.006
77,77,98,3.425,0.01,0.006,0.006
77,77,105,2.487,0.007,0.006,0.006
77,77,112,2.243,0.006,0.006,0.007
77,77,119,1.634,0.006,0.007,0.005
77,77,126,3.203,0.006,0.006,0.006
77,77,133,4.089,0.006,0.005,0.007
77,77,140,1.565,0.008,0.006,0.006
77,77,147,28.969,0.008,0.004,0.006
77,77,154,2.299,0.003,0.006,0.007
77,77,161,1.363,0.008,0.006,0.006
77,77,168,12.222,0.008,0.006,0.006
77,77,175,5.804,0.008,0.005,0.006
77,84,0,9.942,0.11,0.006,0.006
77,84,7,6.996,0.024,0.004,0.006
77,84,14,1.508,0.007,0.006,0.006
77,84,21,16.157,0.009,0.003,0.005
77,84,28,3.352,0.006,0.005,0.005
77,84,35,7.423,0.011,0.006,0.006
77,84,42,8.844,0.063,0.006,0.005
77,84,49,6.429,0.008,0.005,0.005
77,84,56,17.503,0.007,0.005,0.005
77,84,63,17.909,0.017,0.005,0.005
77,84,70,1.334,0.009,0.006,0.006
77,84,77,6.161,0.008,0.006,0.006
77,84,84,2.868,0.005,0.006,0.006
77,84,91,24.318,0.048,0.005,0.005
77,84,98,5.961,0.019,0.006,0.005
77,84,105,7.785,0.013,0.006,0.006
77,84,112,8.122,0.006,0.006,0.006
77,84,119,1.833,0.003,0.006,0.005
77,84,126,1.85,0.016,0.005,0.005
77,84,133,14.527,0.088,0.005,0.005
77,84,140,11.226,0.059,0.004,0.006
77,84,147,18.075,0.006,0.005,0.005
77,84,154,1.584,0.005,0.005,0.006
77,84,161,13.589,0.01,0.006,0.006
77,84,168,3.202,0.006,0.006,0.005
77,84,175,15.565,6.742,0.008,0.006
84,0,0,0.003,0.0,0.0,0.0
84,0,7,1.005,0.0,0.0,0.256
84,0,14,0.001,0.0,0.294,0.259
84,0,21,0.0,0.0,0.0,0.288
84,0,28,0.0,0.0,0.352,0.27
84,0,35,0.0,0.455,0.214,0.239
84,0,42,0.0,0.357,0.295,0.255
84,0,49,2.265,0.0,0.0,0.0
84,0,56,1.958,0.0,0.315,0.238
84,0,63,1.921,0.0,0.0,0.244
84,0,70,0.884,0.0,0.258,0.225
84,0,77,0.0,0.191,0.0,0.271
84,0,84,0.003,0.0,0.295,0.25
84,0,91,0.003,0.0,0.0,0.262
84,0,98,1.121,0.248,0.2,0.245
84,0,105,0.002,0.0,0.0,0.284
84,0,112,16.928,0.0,0.0,0.0
84,0,119,0.0,0.0,0.0,0.245
84,0,126,0.0,0.0,0.0,0.0
84,0,133,1.568,0.0,0.0,0.239
84,0,140,0.0,0.0,0.266,0.0
84,0,147,0.0,0.0,0.0,0.0
84,0,154,0.0,0.0,0.0,0.227
84,0,161,1.345,0.0,0.258,0.25
84,0,168,0.198,0.0,0.102,0.05
84,0,175,0.0,0.0,0.0,0.232
84,7,0,0.665,0.223,0.005,0.01
84,7,7,1.684,0.702,0.054,0.007
84,7,14,11.778,0.268,0.285,0.162
84,7,21,1.833,0.257,0.092,0.026
84,7,28,4.377,0.735,0.014,0.062
84,7,35,0.738,0.744,7.0,0.009
84,7,42,0.453,1.001,0.038,0.013
84,7,49,44.036,0.205,0.081,0.056
84,7,56,1.273,0.357,0.612,0.044
84,7,63,1.757,0.027,0.102,0.012
84,7,70,0.376,0.04,0.053,0.053
84,7,77,6.985,0.471,0.791,0.02
84,7,84,0.737,0.652,0.129,0.013
84,7,91,6.99,0.147,0.164,0.009
84,7,98,1.902,0.148,0.021,0.017
84,7,105,1.019,0.732,0.027,0.012
84,7,112,0.518,0.093,0.074,0.147
84,7,119,0.25,0.45,0.144,0.001
84,7,126,0.258,0.067,0.163,0.004
84,7,133,0.72,0.732,0.05,0.028
84,7,140,0.06,0.094,0.732,0.085
84,7,147,0.123,0.452,0.015,0.012
84,7,154,0.726,0.423,0.667,0.023
84,7,161,0.733,1.553,0.285,0.125
84,7,168,0.746,0.196,0.117,0.262
84,7,175,0.667,0.072,0.189,0.03
84,14,0,0.036,0.004,0.0,0.006
84,14,7,0.845,0.172,0.006,0.066
84,14,14,4.688,0.122,0.007,0.011
84,14,21,1.095,0.075,0.508,0.117
84,14,28,26.608,0.028,0.013,0.006
84,14,35,12.779,0.202,0.079,0.06
84,14,42,0.449,0.062,0.004,0.01
84,14,49,6.023,0.047,0.009,0.079
84,14,56,1.322,0.102,0.019,0.09
84,14,63,8.204,0.136,0.002,0.054
84,14,70,1.467,0.084,0.073,0.011
84,14,77,1.23,0.138,0.004,0.008
84,14,84,0.968,0.106,0.011,0.064
84,14,91,1.476,0.032,0.007,0.007
84,14,98,1.017,1.076,0.046,0.046
84,14,105,1.335,0.139,0.001,0.012
84,14,112,0.868,0.192,0.112,0.075
84,14,119,4.631,0.081,0.019,0.012
84,14,126,2.641,0.161,0.136,0.119
84,14,133,0.099,0.131,0.005,0.005
84,14,140,10.888,0.095,0.009,0.038
84,14,147,0.875,0.281,0.013,0.013
84,14,154,1.408,0.898,0.03,0.084
84,14,161,4.691,1.218,0.08,0.084
84,14,168,1.684,0.961,0.592,0.05
84,14,175,0.164,0.124,0.025,0.353
84,21,0,0.148,0.008,0.007,0.009
84,21,7,2.197,0.104,0.007,0.043
84,21,14,0.71,0.01,0.018,0.061
84,21,21,2.116,0.106,0.063,0.073
84,21,28,25.484,0.018,0.006,0.006
84,21,35,25.086,0.042,0.027,0.014
84,21,42,23.534,0.054,0.054,0.063
84,21,49,2.618,0.054,0.037,0.007
84,21,56,0.155,0.004,0.006,0.004
84,21,63,2.195,0.093,0.051,0.093
84,21,70,2.089,0.101,0.01,0.083
84,21,77,16.761,0.078,0.008,0.006
84,21,84,1.501,0.133,0.107,0.069
84,21,91,2.268,0.105,0.077,0.047
84,21,98,2.15,0.103,0.058,0.053
84,21,105,1.864,0.073,0.079,0.009
84,21,112,1.904,0.053,0.048,0.044
84,21,119,0.104,0.08,0.072,0.064
84,21,126,3.908,0.151,0.012,0.054
84,21,133,1.825,0.029,0.009,0.006
84,21,140,10.433,0.34,0.041,0.056
84,21,147,0.904,1.292,0.028,0.052
84,21,154,12.493,0.036,0.045,0.007
84,21,161,2.151,0.053,0.001,0.006
84,21,168,1.929,0.213,0.082,0.077
84,21,175,0.48,0.283,0.831,0.073
84,28,0,0.005,0.004,0.019,0.042
84,28,7,0.219,0.025,0.068,0.048
84,28,14,6.926,0.058,0.056,0.057
84,28,21,3.941,0.048,0.012,0.028
84,28,28,27.332,0.005,0.044,0.015
84,28,35,2.708,0.015,0.026,0.022
84,28,42,18.993,0.052,0.066,0.057
84,28,49,3.968,0.045,0.017,0.025
84,28,56,0.554,0.061,0.053,0.061
84,28,63,2.793,0.023,0.006,0.025
84,28,70,17.807,0.026,0.011,0.036
84,28,77,0.154,0.062,0.036,0.036
84,28,84,2.839,0.067,0.027,0.049
84,28,91,2.165,0.064,0.019,0.052
84,28,98,1.59,0.085,0.077,0.059
84,28,105,1.638,0.057,0.066,0.04
84,28,112,2.849,0.076,0.01,0.039
84,28,119,16.049,0.052,0.053,0.059
84,28,126,2.136,0.027,0.009,0.028
84,28,133,1.882,0.057,0.028,0.009
84,28,140,2.389,0.052,0.029,0.03
84,28,147,26.339,0.031,0.058,0.047
84,28,154,6.227,0.076,0.014,0.035
84,28,161,2.288,0.046,0.054,0.061
84,28,168,2.954,0.035,0.042,0.016
84,28,175,0.24,2.867,0.026,0.04
84,35,0,3.862,0.034,0.018,0.033
84,35,7,0.407,0.023,0.025,0.018
84,35,14,0.279,0.049,0.028,0.044
84,35,21,3.575,0.039,0.047,0.047
84,35,28,0.508,0.051,0.023,0.03
84,35,35,3.613,0.058,0.058,0.055
84,35,42,8.742,0.053,0.055,0.027
84,35,49,3.64,0.025,0.021,0.044
84,35,56,11.645,0.034,0.027,0.034
84,35,63,2.372,0.042,0.032,0.032
84,35,70,3.463,0.052,0.054,0.04
84,35,77,3.679,0.01,0.038,0.051
84,35,84,3.742,0.039,0.037,0.041
84,35,91,3.87,0.022,0.026,0.047
84,35,98,0.672,0.034,0.017,0.012
84,35,105,3.318,0.03,0.028,0.031
84,35,112,3.58,0.044,0.047,0.047
84,35,119,1.21,0.021,0.029,0.046
84,35,126,1.211,0.04,0.033,0.047
84,35,133,3.417,0.015,0.028,0.031
84,35,140,9.738,0.03,0.514,0.039
84,35,147,3.652,0.041,0.015,0.019
84,35,154,3.665,0.076,0.058,0.048
84,35,161,1.599,0.048,0.005,0.029
84,35,168,3.704,0.019,0.012,0.028
84,35,175,3.758,0.051,0.031,0.039
84,42,0,1.904,0.016,0.019,0.034
84,42,7,0.234,0.034,0.043,0.044
84,42,14,2.46,0.045,0.035,0.022
84,42,21,4.21,0.012,0.031,0.024
84,42,28,1.753,0.028,0.027,0.029
84,42,35,11.584,0.039,0.012,0.019
84,42,42,1.859,0.036,0.034,0.04
84,42,49,3.519,0.048,0.027,0.029
84,42,56,51.058,0.042,0.038,0.03
84,42,63,6.434,0.046,0.036,0.035
84,42,70,38.109,0.024,0.033,0.04
84,42,77,1.77,0.039,0.035,0.041
84,42,84,0.183,0.026,0.04,0.031
84,42,91,3.469,0.015,0.037,0.015
84,42,98,0.745,0.03,0.031,0.039
84,42,105,3.796,0.048,0.041,0.034
84,42,112,2.928,0.051,0.023,0.039
84,42,119,1.809,0.036,0.028,0.013
84,42,126,4.287,0.039,0.015,0.029
84,42,133,8.405,0.025,0.014,0.045
84,42,140,0.366,0.049,0.022,0.014
84,42,147,0.94,0.028,0.025,0.03
84,42,154,4.372,0.034,0.031,0.037
84,42,161,2.522,0.025,0.036,0.031
84,42,168,4.376,0.02,0.036,0.033
84,42,175,3.397,0.045,0.042,0.042
84,49,0,0.714,0.001,0.007,0.026
84,49,7,0.217,0.035,0.028,0.028
84,49,14,1.403,0.032,0.028,0.031
84,49,21,4.771,0.035,0.024,0.027
84,49,28,0.756,0.022,0.015,0.036
84,49,35,5.024,0.029,0.034,0.022
84,49,42,4.065,0.029,0.027,0.023
84,49,49,2.465,0.031,0.034,0.034
84,49,56,6.83,0.025,0.033,0.029
84,49,63,1.753,0.029,0.032,0.031
84,49,70,2.436,0.024,0.029,0.032
84,49,77,1.346,0.039,0.031,0.032
84,49,84,4.512,0.034,0.031,0.032
84,49,91,0.54,0.022,0.025,0.031
84,49,98,2.392,0.03,0.032,0.031
84,49,105,4.622,0.028,0.028,0.025
84,49,112,0.263,0.034,0.02,0.026
84,49,119,0.385,0.038,0.032,0.029
84,49,126,16.81,0.028,0.028,0.027
84,49,133,5.483,0.023,0.027,0.022
84,49,140,4.964,0.033,0.033,0.026
84,49,147,15.461,0.031,0.026,0.025
84,49,154,0.019,0.025,0.026,0.022
84,49,161,2.972,0.037,0.027,0.025
84,49,168,4.907,0.029,0.023,0.028
84,49,175,3.934,0.004,0.022,0.695
84,56,0,8.997,0.018,0.024,0.023
84,56,7,2.865,0.034,0.025,0.025
84,56,14,0.268,0.025,0.022,0.023
84,56,21,6.941,0.009,0.023,0.014
84,56,28,0.57,0.008,0.018,0.023
84,56,35,4.025,0.03,0.026,0.024
84,56,42,5.455,0.016,0.017,0.021
84,56,49,1.911,0.03,0.029,0.029
84,56,56,4.056,0.012,0.014,0.023
84,56,63,2.233,0.015,0.024,0.02
84,56,70,1.729,0.027,0.023,0.025
84,56,77,12.231,0.028,0.024,0.024
84,56,84,6.059,0.02,0.022,0.021
84,56,91,2.847,0.018,0.024,0.022
84,56,98,0.562,0.023,0.023,0.026
84,56,105,0.29,0.029,0.019,0.023
84,56,112,5.243,0.005,0.011,0.022
84,56,119,5.34,0.021,0.026,0.025
84,56,126,27.834,0.021,0.029,0.02
84,56,133,4.037,0.023,0.02,0.026
84,56,140,7.673,0.029,0.018,0.025
84,56,147,4.226,0.01,0.025,0.024
84,56,154,4.045,0.012,0.024,0.026
84,56,161,6.994,0.025,0.026,0.025
84,56,168,11.349,0.006,0.024,0.025
84,56,175,4.33,0.022,0.028,0.024
84,63,0,7.656,0.013,0.017,0.017
84,63,7,2.232,0.022,0.02,0.02
84,63,14,2.838,0.025,0.02,0.019
84,63,21,1.328,0.017,0.012,0.02
84,63,28,5.594,0.01,0.008,0.017
84,63,35,43.719,0.023,0.013,0.015
84,63,42,14.638,0.017,0.019,0.022
84,63,49,5.928,0.006,0.016,0.018
84,63,56,3.383,0.015,0.01,0.02
84,63,63,3.162,0.008,0.012,0.019
84,63,70,7.533,0.01,0.018,0.02
84,63,77,6.52,0.016,0.02,0.017
84,63,84,3.986,0.018,0.014,0.021
84,63,91,4.269,0.007,0.02,0.02
84,63,98,0.909,0.023,0.021,0.011
84,63,105,3.777,0.024,0.017,0.018
84,63,112,6.219,0.021,0.019,0.014
84,63,119,5.704,0.023,0.008,0.02
84,63,126,5.789,0.024,0.019,0.02
84,63,133,4.183,0.022,0.02,0.019
84,63,140,1.27,0.011,0.02,0.015
84,63,147,32.654,0.02,0.019,0.021
84,63,154,31.725,0.028,0.021,0.018
84,63,161,0.313,0.02,0.015,0.021
84,63,168,9.981,0.011,0.02,0.019
84,63,175,6.842,0.042,0.017,0.02
84,70,0,0.015,0.019,0.011,0.014
84,70,7,3.468,0.017,0.018,0.015
84,70,14,5.794,0.015,0.012,0.014
84,70,21,1.373,0.016,0.016,0.017
84,70,28,3.637,0.016,0.017,0.016
84,70,35,1.453,0.011,0.013,0.015
84,70,42,24.373,0.007,0.009,0.012
84,70,49,6.263,0.013,0.013,0.015
84,70,56,6.295,0.009,0.014,0.013
84,70,63,4.79,0.015,0.015,0.016
84,70,70,0.206,0.005,0.011,0.015
84,70,77,6.824,0.025,0.016,0.015
84,70,84,7.22,0.013,0.011,0.015
84,70,91,3.264,0.018,0.015,0.016
84,70,98,0.623,0.009,0.017,0.015
84,70,105,1.806,0.013,0.016,0.015
84,70,112,13.013,0.016,0.016,0.015
84,70,119,3.468,0.016,0.016,0.015
84,70,126,3.878,0.015,0.014,0.015
84,70,133,0.361,0.012,0.007,0.016
84,70,140,5.409,0.017,0.018,0.016
84,70,147,2.118,0.015,0.018,0.013
84,70,154,1.726,0.017,0.017,0.017
84,70,161,6.593,0.023,0.01,0.013
84,70,168,6.875,0.021,0.013,0.016
84,70,175,6.373,0.013,0.014,0.014
84,77,0,0.424,0.017,0.013,0.012
84,77,7,3.645,0.009,0.011,0.011
84,77,14,0.254,0.011,0.013,0.013
84,77,21,5.674,0.017,0.008,0.011
84,77,28,6.235,0.015,0.012,0.012
84,77,35,1.116,0.017,0.012,0.013
84,77,42,4.903,0.01,0.011,0.012
84,77,49,3.382,0.01,0.012,0.012
84,77,56,14.341,0.005,0.011,0.014
84,77,63,3.916,0.02,0.013,0.012
84,77,70,6.83,0.001,0.013,0.012
84,77,77,7.144,0.01,0.012,0.011
84,77,84,3.704,0.008,0.014,0.011
84,77,91,10.384,0.02,0.014,0.014
84,77,98,6.038,0.009,0.009,0.013
84,77,105,1.781,0.014,0.014,0.012
84,77,112,1.411,0.023,0.013,0.01
84,77,119,6.238,0.016,0.013,0.013
84,77,126,15.363,0.016,0.011,0.011
84,77,133,4.87,0.018,0.011,0.012
84,77,140,10.707,0.013,0.012,0.014
84,77,147,6.065,0.014,0.014,0.013
84,77,154,2.097,0.012,0.011,0.011
84,77,161,6.863,0.015,0.012,0.012
84,77,168,6.83,0.011,0.013,0.012
84,77,175,6.957,0.008,0.012,0.012
84,84,0,11.189,0.063,0.01,0.011
84,84,7,1.147,0.008,0.012,0.012
84,84,14,5.372,0.012,0.011,0.012
84,84,21,2.791,0.01,0.012,0.012
84,84,28,7.101,0.01,0.012,0.011
84,84,35,1.78,0.016,0.012,0.009
84,84,42,6.455,0.074,0.009,0.012
84,84,49,1.952,0.012,0.009,0.012
84,84,56,13.678,0.01,0.011,0.01
84,84,63,6.279,0.006,0.012,0.01
84,84,70,5.343,0.011,0.012,0.011
84,84,77,6.194,0.005,0.013,0.012
84,84,84,7.4,0.029,0.008,0.012
84,84,91,2.368,0.14,0.009,0.01
84,84,98,8.105,0.009,0.013,0.009
84,84,105,7.232,0.014,0.012,0.011
84,84,112,0.283,0.013,0.012,0.012
84,84,119,7.681,0.005,0.01,0.012
84,84,126,6.524,0.021,0.01,0.011
84,84,133,0.03,0.067,0.01,0.01
84,84,140,2.557,0.046,0.012,0.012
84,84,147,3.072,0.018,0.014,0.012
84,84,154,6.262,0.019,0.01,0.011
84,84,161,6.221,0.03,0.007,0.007
84,84,168,3.819,0.017,0.008,0.011
84,84,175,3.61,0.039,0.015,0.01
