Euler1,Euler2,Euler3,misorientation,misor_noise
0,0,0,0.283,14.323
0,0,7,0.178,12.76
0,0,14,0.0,0.403
0,0,21,0.27,14.54
0,0,28,0.272,7.221
0,0,35,0.141,11.141
0,0,42,0.275,3.876
0,0,49,0.0,0.09
0,0,56,0.0,0.56
0,0,63,0.0,8.229
0,0,70,0.0,6.118
0,0,77,0.239,12.999
0,0,84,0.0,12.033
0,0,91,0.0,0.877
0,0,98,0.0,0.269
0,0,105,0.0,1.545
0,0,112,0.225,10.731
0,0,119,0.0,17.172
0,0,126,0.061,12.454
0,0,133,0.0,9.664
0,0,140,0.0,0.344
0,0,147,0.262,17.481
0,0,154,0.0,7.542
0,0,161,0.292,9.022
0,0,168,0.241,15.228
0,0,175,0.238,14.53
0,7,0,0.046,8.554
0,7,7,0.554,4.139
0,7,14,0.014,9.056
0,7,21,0.124,7.004
0,7,28,0.113,3.985
0,7,35,0.233,11.705
0,7,42,0.0,7.351
0,7,49,0.287,12.552
0,7,56,0.183,7.275
0,7,63,0.036,8.386
0,7,70,0.517,8.456
0,7,77,0.306,4.57
0,7,84,0.002,15.353
0,7,91,0.311,6.15
0,7,98,0.092,8.526
0,7,105,0.001,15.907
0,7,112,0.114,8.04
0,7,119,0.35,0.658
0,7,126,0.019,7.002
0,7,133,0.076,11.176
0,7,140,0.265,11.395
0,7,147,0.366,9.06
0,7,154,0.871,3.643
0,7,161,0.023,7.518
0,7,168,0.084,6.846
0,7,175,0.255,8.29
0,14,0,0.001,3.282
0,14,7,0.01,1.299
0,14,14,0.008,3.877
0,14,21,1.169,4.127
0,14,28,0.035,16.726
0,14,35,0.001,7.869
0,14,42,1.012,9.507
0,14,49,0.061,11.721
0,14,56,0.052,14.005
0,14,63,0.008,10.075
0,14,70,0.161,6.283
0,14,77,0.0,1.8
0,14,84,0.091,2.683
0,14,91,0.056,6.769
0,14,98,0.077,8.533
0,14,105,0.17,6.076
0,14,112,0.064,3.729
0,14,119,0.001,4.128
0,14,126,0.04,10.635
0,14,133,0.073,6.427
0,14,140,0.136,6.084
0,14,147,0.032,8.88
0,14,154,0.0,3.292
0,14,161,0.102,6.274
0,14,168,0.001,8.302
0,14,175,0.19,3.369
0,21,0,0.0,5.768
0,21,7,0.008,4.654
0,21,14,0.06,10.039
0,21,21,0.045,1.399
0,21,28,0.001,6.151
0,21,35,0.006,6.795
0,21,42,0.001,6.252
0,21,49,0.064,1.797
0,21,56,0.049,1.954
0,21,63,0.067,6.049
0,21,70,0.043,6.035
0,21,77,0.104,2.953
0,21,84,0.001,0.741
0,21,91,0.082,6.098
0,21,98,0.001,1.235
0,21,105,0.015,10.485
0,21,112,0.0,9.837
0,21,119,0.049,3.596
0,21,126,0.052,7.291
0,21,133,0.098,14.309
0,21,140,0.001,5.353
0,21,147,0.062,9.717
0,21,154,0.092,7.519
0,21,161,0.067,5.273
0,21,168,0.027,1.379
0,21,175,0.054,5.617
0,28,0,0.101,13.995
0,28,7,0.085,10.039
0,28,14,0.061,0.828
0,28,21,0.001,1.922
0,28,28,0.031,4.831
0,28,35,0.031,5.484
0,28,42,0.091,12.233
0,28,49,0.001,2.868
0,28,56,0.001,7.557
0,28,63,0.085,4.51
0,28,70,0.001,3.156
0,28,77,0.003,8.287
0,28,84,0.033,7.442
0,28,91,0.049,7.62
0,28,98,0.009,9.621
0,28,105,0.002,9.118
0,28,112,0.08,10.629
0,28,119,0.002,5.901
0,28,126,0.074,3.186
0,28,133,0.1,2.952
0,28,140,0.07,0.777
0,28,147,0.003,8.214
0,28,154,0.051,6.937
0,28,161,0.064,1.116
0,28,168,0.039,8.58
0,28,175,0.082,7.956
0,35,0,0.073,4.679
0,35,7,0.001,2.909
0,35,14,0.05,4.793
0,35,21,0.11,12.623
0,35,28,0.069,7.381
0,35,35,0.037,9.304
0,35,42,0.071,11.964
0,35,49,0.057,10.025
0,35,56,0.003,11.856
0,35,63,0.04,14.102
0,35,70,0.109,10.345
0,35,77,0.044,7.7
0,35,84,0.0,6.298
0,35,91,0.021,3.032
0,35,98,0.035,11.54
0,35,105,0.048,1.435
0,35,112,0.072,7.509
0,35,119,0.027,7.697
0,35,126,0.0,8.852
0,35,133,0.081,0.961
0,35,140,0.013,3.225
0,35,147,0.0,0.619
0,35,154,0.071,6.124
0,35,161,0.056,10.597
0,35,168,0.0,10.131
0,35,175,0.082,6.865
0,42,0,0.12,1.882
0,42,7,0.003,7.44
0,42,14,0.033,1.678
0,42,21,0.146,12.889
0,42,28,0.001,2.166
0,42,35,0.004,8.534
0,42,42,0.065,4.456
0,42,49,0.001,11.856
0,42,56,0.038,11.018
0,42,63,0.035,3.061
0,42,70,0.065,11.437
0,42,77,0.003,9.576
0,42,84,0.048,1.439
0,42,91,0.009,2.065
0,42,98,0.018,3.362
0,42,105,0.003,1.879
0,42,112,0.06,7.949
0,42,119,0.001,11.872
0,42,126,0.032,2.028
0,42,133,0.001,4.153
0,42,140,0.001,1.433
0,42,147,0.001,2.212
0,42,154,0.014,3.255
0,42,161,0.001,2.651
0,42,168,0.001,8.229
0,42,175,0.022,7.57
0,49,0,0.0,3.437
0,49,7,0.002,3.257
0,49,14,0.024,5.541
0,49,21,0.131,12.941
0,49,28,0.052,11.704
0,49,35,0.001,6.423
0,49,42,0.001,10.952
0,49,49,0.065,2.877
0,49,56,0.008,10.303
0,49,63,0.0,2.587
0,49,70,0.028,10.98
0,49,77,0.002,1.345
0,49,84,0.015,10.669
0,49,91,0.051,8.265
0,49,98,0.022,2.135
0,49,105,0.001,11.402
0,49,112,0.001,2.691
0,49,119,0.001,4.721
0,49,126,0.001,1.639
0,49,133,0.002,8.236
0,49,140,0.001,3.131
0,49,147,0.001,0.996
0,49,154,0.131,3.533
0,49,161,0.002,4.232
0,49,168,0.0,10.279
0,49,175,0.111,0.806
0,56,0,0.001,8.509
0,56,7,0.119,1.48
0,56,14,0.002,2.677
0,56,21,0.163,4.653
0,56,28,0.082,9.529
0,56,35,0.018,10.492
0,56,42,0.089,5.832
0,56,49,0.148,2.09
0,56,56,0.002,4.025
0,56,63,0.014,1.415
0,56,70,0.068,3.061
0,56,77,0.015,9.507
0,56,84,0.115,1.341
0,56,91,0.001,4.016
0,56,98,0.027,11.644
0,56,105,0.001,2.083
0,56,112,0.001,7.788
0,56,119,0.039,8.191
0,56,126,0.002,2.711
0,56,133,0.093,1.012
0,56,140,0.002,3.672
0,56,147,0.001,5.425
0,56,154,0.102,1.182
0,56,161,0.078,1.575
0,56,168,0.14,8.759
0,56,175,0.041,8.916
0,63,0,0.001,0.597
0,63,7,0.061,7.518
0,63,14,0.001,2.685
0,63,21,0.002,0.532
0,63,28,0.002,10.326
0,63,35,0.001,1.438
0,63,42,0.232,1.202
0,63,49,0.093,6.883
0,63,56,0.094,8.186
0,63,63,0.001,7.932
0,63,70,0.001,3.36
0,63,77,0.002,2.477
0,63,84,0.001,7.981
0,63,91,0.001,4.695
0,63,98,0.001,13.883
0,63,105,0.001,1.951
0,63,112,0.012,4.075
0,63,119,0.001,1.553
0,63,126,0.001,9.293
0,63,133,0.001,5.706
0,63,140,0.013,7.499
0,63,147,0.002,4.772
0,63,154,0.194,4.425
0,63,161,0.098,6.028
0,63,168,0.17,7.332
0,63,175,0.134,0.593
0,70,0,0.116,8.674
0,70,7,0.001,4.142
0,70,14,0.331,7.966
0,70,21,0.001,7.925
0,70,28,0.07,1.032
0,70,35,0.243,8.848
0,70,42,0.154,0.712
0,70,49,0.001,10.344
0,70,56,0.212,7.393
0,70,63,0.0,6.482
0,70,70,0.001,5.887
0,70,77,0.112,2.114
0,70,84,0.249,10.511
0,70,91,0.001,5.651
0,70,98,0.001,3.769
0,70,105,0.0,2.008
0,70,112,0.053,1.099
0,70,119,0.002,4.784
0,70,126,0.001,8.264
0,70,133,0.001,5.013
0,70,140,0.001,9.153
0,70,147,0.001,6.396
0,70,154,0.272,5.078
0,70,161,0.001,1.099
0,70,168,0.01,4.308
0,70,175,0.001,3.132
0,77,0,0.228,6.84
0,77,7,0.287,3.397
0,77,14,0.341,4.624
0,77,21,0.255,3.501
0,77,28,0.229,17.897
0,77,35,0.138,8.93
0,77,42,0.269,10.429
0,77,49,0.265,5.226
0,77,56,0.272,9.402
0,77,63,0.256,3.747
0,77,70,0.282,9.083
0,77,77,0.296,1.116
0,77,84,0.269,15.386
0,77,91,0.29,6.435
0,77,98,0.268,6.963
0,77,105,0.0,6.374
0,77,112,0.299,17.4
0,77,119,0.23,4.376
0,77,126,0.263,5.759
0,77,133,0.221,4.746
0,77,140,0.285,7.665
0,77,147,0.302,11.834
0,77,154,0.219,4.235
0,77,161,0.296,8.431
0,77,168,0.299,11.138
0,77,175,0.292,13.852
0,84,0,0.007,6.769
0,84,7,0.014,6.018
0,84,14,0.335,6.019
0,84,21,0.259,8.728
0,84,28,0.31,7.187
0,84,35,0.155,4.472
0,84,42,0.303,7.675
0,84,49,0.309,6.824
0,84,56,0.208,6.058
0,84,63,0.344,9.499
0,84,70,0.328,3.15
0,84,77,0.326,3.509
0,84,84,0.377,6.543
0,84,91,0.257,5.404
0,84,98,0.352,10.553
0,84,105,0.333,5.788
0,84,112,0.234,5.474
0,84,119,0.224,6.431
0,84,126,0.272,10.906
0,84,133,0.309,6.871
0,84,140,0.304,5.949
0,84,147,0.288,9.568
0,84,154,0.343,9.261
0,84,161,0.34,7.193
0,84,168,0.344,2.209
0,84,175,0.314,9.11
7,0,0,0.226,5.124
7,0,7,0.0,2.609
7,0,14,0.389,12.71
7,0,21,0.0,7.451
7,0,28,0.0,11.157
7,0,35,0.0,13.725
7,0,42,0.24,11.513
7,0,49,0.0,14.672
7,0,56,0.0,1.561
7,0,63,0.0,0.539
7,0,70,0.0,7.631
7,0,77,0.0,12.492
7,0,84,0.273,5.879
7,0,91,0.271,0.405
7,0,98,0.0,0.894
7,0,105,0.283,3.755
7,0,112,0.0,0.55
7,0,119,0.0,3.251
7,0,126,0.0,0.498
7,0,133,0.288,9.637
7,0,140,0.282,13.485
7,0,147,0.0,14.868
7,0,154,0.0,8.868
7,0,161,0.0,13.627
7,0,168,0.224,9.268
7,0,175,0.27,6.028
7,7,0,0.002,2.014
7,7,7,0.138,9.073
7,7,14,0.182,11.548
7,7,21,0.007,5.499
7,7,28,0.009,6.858
7,7,35,0.039,10.993
7,7,42,0.306,11.076
7,7,49,0.009,12.691
7,7,56,0.066,7.0
7,7,63,0.028,7.823
7,7,70,0.197,9.066
7,7,77,0.079,10.744
7,7,84,0.019,9.114
7,7,91,0.021,15.305
7,7,98,0.015,9.767
7,7,105,0.004,12.396
7,7,112,0.008,4.464
7,7,119,0.007,8.419
7,7,126,0.04,10.226
7,7,133,0.212,8.123
7,7,140,0.034,13.767
7,7,147,0.015,3.105
7,7,154,0.03,7.433
7,7,161,0.012,7.0
7,7,168,0.058,11.766
7,7,175,0.013,15.504
7,14,0,0.037,8.082
7,14,7,0.01,15.343
7,14,14,0.069,3.14
7,14,21,0.056,5.201
7,14,28,0.002,14.062
7,14,35,0.001,2.936
7,14,42,0.004,13.631
7,14,49,0.001,2.565
7,14,56,0.002,10.791
7,14,63,0.003,11.25
7,14,70,0.056,8.462
7,14,77,0.001,16.304
7,14,84,0.008,4.435
7,14,91,0.002,0.993
7,14,98,0.002,11.047
7,14,105,0.003,6.399
7,14,112,0.007,5.38
7,14,119,0.009,11.291
7,14,126,0.002,5.601
7,14,133,0.004,1.89
7,14,140,0.005,14.016
7,14,147,0.005,4.272
7,14,154,0.005,6.571
7,14,161,0.002,2.838
7,14,168,0.006,3.414
7,14,175,0.003,13.617
7,21,0,0.039,2.27
7,21,7,0.028,5.2
7,21,14,0.001,2.414
7,21,21,0.022,4.038
7,21,28,0.001,3.928
7,21,35,0.002,4.576
7,21,42,0.021,9.927
7,21,49,0.006,3.954
7,21,56,0.001,2.627
7,21,63,0.001,9.935
7,21,70,0.025,11.518
7,21,77,0.001,2.773
7,21,84,0.053,11.122
7,21,91,0.037,8.021
7,21,98,0.042,4.136
7,21,105,0.001,3.056
7,21,112,0.007,9.976
7,21,119,0.001,4.325
7,21,126,0.001,8.721
7,21,133,0.001,6.993
7,21,140,0.044,3.285
7,21,147,0.033,2.802
7,21,154,0.002,5.39
7,21,161,0.037,4.287
7,21,168,0.004,7.313
7,21,175,0.022,4.904
7,28,0,0.001,4.077
7,28,7,0.014,5.384
7,28,14,0.036,4.6
7,28,21,0.001,8.378
7,28,28,0.045,4.176
7,28,35,0.0,3.57
7,28,42,0.002,2.248
7,28,49,0.006,2.963
7,28,56,0.03,6.791
7,28,63,0.001,1.866
7,28,70,0.033,7.096
7,28,77,0.007,3.464
7,28,84,0.001,1.64
7,28,91,0.031,3.573
7,28,98,0.022,7.716
7,28,105,0.04,9.2
7,28,112,0.016,8.95
7,28,119,0.026,8.422
7,28,126,0.002,3.299
7,28,133,0.018,3.474
7,28,140,0.005,8.152
7,28,147,0.001,5.414
7,28,154,0.02,6.575
7,28,161,0.031,3.763
7,28,168,0.004,7.721
7,28,175,0.002,4.112
7,35,0,0.001,3.709
7,35,7,0.036,5.802
7,35,14,0.016,2.066
7,35,21,0.028,4.425
7,35,28,0.005,5.901
7,35,35,0.001,4.013
7,35,42,0.012,0.743
7,35,49,0.013,4.41
7,35,56,0.013,2.255
7,35,63,0.002,10.203
7,35,70,0.02,4.804
7,35,77,0.003,6.57
7,35,84,0.001,4.84
7,35,91,0.024,3.577
7,35,98,0.016,4.603
7,35,105,0.013,5.674
7,35,112,0.013,4.626
7,35,119,0.005,4.524
7,35,126,0.013,3.148
7,35,133,0.02,6.623
7,35,140,0.014,4.006
7,35,147,0.001,3.577
7,35,154,0.007,5.601
7,35,161,0.01,6.607
7,35,168,0.001,3.543
7,35,175,0.007,0.916
7,42,0,0.004,5.695
7,42,7,0.029,9.184
7,42,14,0.005,3.13
7,42,21,0.017,6.481
7,42,28,0.009,6.384
7,42,35,0.013,2.912
7,42,42,0.009,4.662
7,42,49,0.021,0.744
7,42,56,0.002,5.113
7,42,63,0.006,1.81
7,42,70,0.021,2.641
7,42,77,0.003,6.502
7,42,84,0.01,3.215
7,42,91,0.01,5.22
7,42,98,0.001,4.989
7,42,105,0.011,5.197
7,42,112,0.014,4.294
7,42,119,0.01,4.979
7,42,126,0.014,3.707
7,42,133,0.014,4.069
7,42,140,0.015,6.907
7,42,147,0.011,5.465
7,42,154,0.012,1.332
7,42,161,0.007,2.901
7,42,168,0.013,2.561
7,42,175,0.0,4.26
7,49,0,0.002,2.45
7,49,7,0.005,7.759
7,49,14,0.006,2.565
7,49,21,0.006,5.057
7,49,28,0.01,6.724
7,49,35,0.013,2.404
7,49,42,0.009,5.52
7,49,49,0.006,3.947
7,49,56,0.012,3.413
7,49,63,0.003,1.198
7,49,70,0.01,7.155
7,49,77,0.002,2.234
7,49,84,0.003,3.177
7,49,91,0.01,5.234
7,49,98,0.003,6.249
7,49,105,0.001,4.72
7,49,112,0.014,3.049
7,49,119,0.01,4.446
7,49,126,0.008,3.831
7,49,133,0.01,6.628
7,49,140,0.016,5.695
7,49,147,0.015,3.436
7,49,154,0.007,2.562
7,49,161,0.013,4.493
7,49,168,0.012,6.408
7,49,175,0.002,8.553
7,56,0,0.004,7.763
7,56,7,0.003,1.634
7,56,14,0.003,3.487
7,56,21,0.001,2.387
7,56,28,0.003,2.98
7,56,35,0.005,5.221
7,56,42,0.009,3.245
7,56,49,0.01,2.953
7,56,56,0.003,8.369
7,56,63,0.003,1.471
7,56,70,0.011,5.484
7,56,77,0.009,2.013
7,56,84,0.001,3.174
7,56,91,0.006,4.816
7,56,98,0.006,5.831
7,56,105,0.001,4.981
7,56,112,0.008,3.505
7,56,119,0.009,6.079
7,56,126,0.006,7.069
7,56,133,0.006,5.645
7,56,140,0.005,3.5
7,56,147,0.004,8.724
7,56,154,0.008,3.513
7,56,161,0.008,4.375
7,56,168,0.008,4.649
7,56,175,0.001,3.125
7,63,0,0.003,6.539
7,63,7,0.001,3.269
7,63,14,0.001,6.493
7,63,21,0.009,3.345
7,63,28,0.002,4.683
7,63,35,0.003,7.198
7,63,42,0.006,2.991
7,63,49,0.006,2.833
7,63,56,0.003,4.554
7,63,63,0.005,3.069
7,63,70,0.006,6.23
7,63,77,0.002,6.672
7,63,84,0.002,6.54
7,63,91,0.006,5.486
7,63,98,0.005,1.236
7,63,105,0.002,2.6
7,63,112,0.005,6.887
7,63,119,0.005,7.454
7,63,126,0.003,1.377
7,63,133,0.002,6.701
7,63,140,0.003,2.356
7,63,147,0.002,3.825
7,63,154,0.001,5.741
7,63,161,0.003,5.532
7,63,168,0.002,4.674
7,63,175,0.001,7.224
7,70,0,0.003,5.202
7,70,7,6.753,6.185
7,70,14,0.001,7.103
7,70,21,0.001,20.418
7,70,28,0.002,6.75
7,70,35,0.002,4.264
7,70,42,0.004,7.415
7,70,49,0.002,4.207
7,70,56,0.003,3.326
7,70,63,0.003,4.41
7,70,70,0.003,5.132
7,70,77,0.002,6.717
7,70,84,0.002,2.256
7,70,91,0.001,2.722
7,70,98,0.002,3.019
7,70,105,0.001,5.752
7,70,112,0.001,8.747
7,70,119,0.001,1.059
7,70,126,0.002,7.378
7,70,133,0.003,4.045
7,70,140,0.004,0.618
7,70,147,0.002,5.953
7,70,154,0.002,7.355
7,70,161,0.003,4.87
7,70,168,0.002,7.016
7,70,175,0.003,2.021
7,77,0,0.001,13.447
7,77,7,0.003,3.658
7,77,14,0.002,2.522
7,77,21,0.002,4.853
7,77,28,0.003,12.783
7,77,35,0.001,7.338
7,77,42,0.001,3.01
7,77,49,0.001,2.995
7,77,56,0.002,8.59
7,77,63,0.001,5.634
7,77,70,0.003,13.613
7,77,77,0.004,1.246
7,77,84,0.002,2.66
7,77,91,0.002,3.969
7,77,98,0.001,13.78
7,77,105,0.002,8.016
7,77,112,0.001,5.843
7,77,119,0.001,11.797
7,77,126,0.002,7.038
7,77,133,0.001,3.593
7,77,140,0.002,1.851
7,77,147,0.004,6.918
7,77,154,0.004,5.83
7,77,161,0.002,5.429
7,77,168,0.003,5.8
7,77,175,0.002,5.672
7,84,0,0.003,6.813
7,84,7,0.019,6.715
7,84,14,0.001,1.844
7,84,21,0.001,2.892
7,84,28,0.003,5.86
7,84,35,0.006,7.489
7,84,42,0.003,10.768
7,84,49,0.004,3.048
7,84,56,0.002,6.172
7,84,63,0.005,5.703
7,84,70,0.004,4.655
7,84,77,0.014,6.143
7,84,84,0.017,7.191
7,84,91,0.002,9.307
7,84,98,0.01,13.533
7,84,105,0.023,5.609
7,84,112,0.005,12.147
7,84,119,0.002,6.072
7,84,126,0.014,10.967
7,84,133,0.004,5.6
7,84,140,0.004,9.207
7,84,147,0.009,9.244
7,84,154,0.001,7.623
7,84,161,0.001,5.316
7,84,168,0.015,7.888
7,84,175,0.004,7.76
14,0,0,0.0,9.503
14,0,7,0.0,2.639
14,0,14,0.253,21.605
14,0,21,0.255,14.44
14,0,28,0.0,0.329
14,0,35,0.268,11.679
14,0,42,0.0,17.79
14,0,49,0.298,8.263
14,0,56,0.128,20.29
14,0,63,0.0,16.816
14,0,70,0.0,6.309
14,0,77,0.0,10.116
14,0,84,0.278,9.004
14,0,91,0.146,0.092
14,0,98,0.235,17.097
14,0,105,0.259,11.803
14,0,112,0.153,9.036
14,0,119,0.0,5.964
14,0,126,0.0,15.409
14,0,133,0.0,12.459
14,0,140,0.299,0.419
14,0,147,0.238,1.189
14,0,154,0.292,16.2
14,0,161,0.299,12.748
14,0,168,0.067,0.495
14,0,175,0.0,9.698
14,7,0,0.06,7.039
14,7,7,0.079,12.101
14,7,14,0.023,1.038
14,7,21,0.019,1.734
14,7,28,1.11,8.805
14,7,35,0.005,6.775
14,7,42,0.005,7.805
14,7,49,0.36,5.59
14,7,56,0.023,6.617
14,7,63,0.009,11.967
14,7,70,0.019,7.077
14,7,77,0.01,9.588
14,7,84,0.001,5.946
14,7,91,0.006,1.658
14,7,98,0.018,2.861
14,7,105,0.003,7.105
14,7,112,1.075,3.658
14,7,119,0.661,8.179
14,7,126,0.02,7.407
14,7,133,0.004,8.653
14,7,140,0.004,7.0
14,7,147,0.017,10.656
14,7,154,0.011,6.576
14,7,161,0.003,3.606
14,7,168,0.01,4.276
14,7,175,0.626,7.145
14,14,0,0.001,14.002
14,14,7,0.003,5.596
14,14,14,0.005,4.931
14,14,21,0.027,9.72
14,14,28,0.002,14.627
14,14,35,0.007,14.534
14,14,42,0.001,2.607
14,14,49,0.006,6.449
14,14,56,0.002,15.429
14,14,63,0.001,6.248
14,14,70,0.019,6.042
14,14,77,0.001,5.941
14,14,84,0.002,6.928
14,14,91,0.001,6.302
14,14,98,0.01,6.532
14,14,105,0.001,6.201
14,14,112,0.044,7.697
14,14,119,0.001,6.107
14,14,126,0.021,7.924
14,14,133,0.002,4.513
14,14,140,0.002,8.829
14,14,147,0.001,5.334
14,14,154,0.01,2.502
14,14,161,0.001,3.161
14,14,168,0.002,8.795
14,14,175,0.0,1.675
14,21,0,0.0,5.562
14,21,7,0.052,5.472
14,21,14,0.0,7.316
14,21,21,0.005,6.151
14,21,28,0.001,6.045
14,21,35,0.001,7.083
14,21,42,0.012,1.182
14,21,49,0.011,4.693
14,21,56,0.001,7.662
14,21,63,0.022,4.184
14,21,70,0.001,4.903
14,21,77,0.001,3.262
14,21,84,0.029,7.027
14,21,91,0.008,6.167
14,21,98,0.012,7.662
14,21,105,0.02,2.375
14,21,112,0.01,4.977
14,21,119,0.001,1.037
14,21,126,0.002,3.878
14,21,133,0.003,4.903
14,21,140,0.006,7.975
14,21,147,0.002,6.85
14,21,154,0.021,7.081
14,21,161,0.003,11.502
14,21,168,0.001,8.785
14,21,175,0.004,3.827
14,28,0,0.003,6.675
14,28,7,0.006,2.902
14,28,14,0.013,1.982
14,28,21,0.004,5.045
14,28,28,0.004,5.962
14,28,35,0.003,5.471
14,28,42,0.007,7.301
14,28,49,0.001,10.525
14,28,56,0.003,5.44
14,28,63,0.001,5.2
14,28,70,0.006,4.096
14,28,77,0.004,4.759
14,28,84,0.013,3.394
14,28,91,0.002,4.661
14,28,98,0.016,6.705
14,28,105,0.012,7.478
14,28,112,0.003,7.573
14,28,119,0.001,1.185
14,28,126,0.009,6.48
14,28,133,0.002,6.934
14,28,140,0.002,5.942
14,28,147,0.011,7.213
14,28,154,0.012,5.892
14,28,161,0.011,6.9
14,28,168,0.01,3.142
14,28,175,0.01,4.463
14,35,0,0.001,2.687
14,35,7,0.006,2.821
14,35,14,0.01,2.692
14,35,21,0.011,3.301
14,35,28,0.002,8.748
14,35,35,0.007,10.104
14,35,42,0.017,8.051
14,35,49,0.001,0.444
14,35,56,0.001,4.043
14,35,63,0.005,4.517
14,35,70,0.012,7.151
14,35,77,0.011,6.015
14,35,84,0.009,5.083
14,35,91,0.004,4.084
14,35,98,0.004,4.878
14,35,105,0.006,5.932
14,35,112,0.013,2.619
14,35,119,0.006,3.077
14,35,126,0.01,6.212
14,35,133,0.002,4.764
14,35,140,0.007,2.762
14,35,147,0.002,1.647
14,35,154,0.01,4.046
14,35,161,0.002,9.542
14,35,168,0.0,3.485
14,35,175,0.014,7.525
14,42,0,0.001,6.063
14,42,7,0.008,2.361
14,42,14,0.008,1.82
14,42,21,0.011,6.893
14,42,28,0.001,1.972
14,42,35,0.003,3.074
14,42,42,0.009,4.577
14,42,49,0.006,2.51
14,42,56,0.007,4.482
14,42,63,0.008,3.626
14,42,70,0.005,2.311
14,42,77,0.003,2.945
14,42,84,0.009,2.525
14,42,91,0.007,5.967
14,42,98,0.011,4.575
14,42,105,0.01,4.275
14,42,112,0.007,2.679
14,42,119,0.001,3.348
14,42,126,0.003,3.909
14,42,133,0.003,3.801
14,42,140,0.005,4.589
14,42,147,0.005,5.146
14,42,154,0.01,3.095
14,42,161,0.001,4.653
14,42,168,0.008,5.112
14,42,175,0.013,4.108
14,49,0,0.0,6.424
14,49,7,0.005,3.702
14,49,14,0.008,2.916
14,49,21,0.008,1.847
14,49,28,0.002,1.75
14,49,35,0.006,2.01
14,49,42,0.004,2.56
14,49,49,0.003,1.903
14,49,56,0.003,3.352
14,49,63,0.006,2.923
14,49,70,0.006,1.506
14,49,77,0.002,5.495
14,49,84,0.007,2.803
14,49,91,0.007,11.477
14,49,98,0.005,2.586
14,49,105,0.007,3.011
14,49,112,0.001,10.947
14,49,119,0.005,2.922
14,49,126,0.008,8.13
14,49,133,0.006,4.036
14,49,140,0.001,2.173
14,49,147,0.003,1.755
14,49,154,0.007,1.356
14,49,161,0.003,11.043
14,49,168,0.003,2.229
14,49,175,0.009,4.656
14,56,0,0.001,5.544
14,56,7,0.002,8.726
14,56,14,0.006,2.787
14,56,21,0.005,0.69
14,56,28,0.002,5.097
14,56,35,0.005,12.109
14,56,42,0.003,3.903
14,56,49,0.002,5.626
14,56,56,0.002,1.554
14,56,63,0.004,5.942
14,56,70,0.004,3.891
14,56,77,0.003,4.406
14,56,84,0.007,1.363
14,56,91,0.006,3.917
14,56,98,0.001,2.459
14,56,105,0.006,0.966
14,56,112,0.002,2.557
14,56,119,0.003,4.233
14,56,126,0.004,1.333
14,56,133,0.006,3.719
14,56,140,0.003,4.466
14,56,147,0.004,4.529
14,56,154,0.003,0.815
14,56,161,0.004,4.328
14,56,168,0.002,5.805
14,56,175,0.005,4.342
14,63,0,0.002,2.097
14,63,7,0.002,3.629
14,63,14,0.005,2.784
14,63,21,0.001,2.602
14,63,28,0.002,1.742
14,63,35,0.003,3.469
14,63,42,0.002,4.546
14,63,49,0.003,2.684
14,63,56,0.003,6.576
14,63,63,0.003,0.239
14,63,70,0.001,6.579
14,63,77,0.003,2.945
14,63,84,0.003,6.944
14,63,91,0.002,1.718
14,63,98,0.001,5.816
14,63,105,0.003,1.729
14,63,112,0.003,5.585
14,63,119,0.001,4.804
14,63,126,0.005,8.513
14,63,133,0.004,2.24
14,63,140,0.003,5.269
14,63,147,0.004,3.806
14,63,154,0.006,3.263
14,63,161,0.003,1.452
14,63,168,0.003,7.516
14,63,175,0.005,3.248
14,70,0,0.001,3.233
14,70,7,0.004,4.699
14,70,14,0.004,1.162
14,70,21,0.005,6.41
14,70,28,0.002,2.56
14,70,35,0.004,2.083
14,70,42,0.002,4.487
14,70,49,0.003,3.799
14,70,56,0.004,4.771
14,70,63,0.004,4.105
14,70,70,0.002,0.505
14,70,77,0.003,3.148
14,70,84,0.002,1.281
14,70,91,0.003,6.188
14,70,98,0.002,3.742
14,70,105,0.005,3.441
14,70,112,0.004,8.519
14,70,119,0.002,3.889
14,70,126,0.003,3.005
14,70,133,0.002,5.255
14,70,140,0.001,1.438
14,70,147,0.003,4.695
14,70,154,0.004,3.774
14,70,161,0.002,6.424
14,70,168,0.003,5.753
14,70,175,0.001,3.066
14,77,0,0.002,5.999
14,77,7,0.003,11.517
14,77,14,0.005,14.998
14,77,21,0.002,2.901
14,77,28,0.003,3.0
14,77,35,0.004,14.234
14,77,42,0.001,1.944
14,77,49,0.002,6.7
14,77,56,0.003,4.64
14,77,63,0.002,4.269
14,77,70,0.003,4.393
14,77,77,0.004,6.593
14,77,84,0.002,2.064
14,77,91,0.002,5.325
14,77,98,0.003,3.645
14,77,105,0.002,4.698
14,77,112,0.002,8.31
14,77,119,0.003,7.663
14,77,126,0.002,5.444
14,77,133,0.002,9.254
14,77,140,0.002,3.169
14,77,147,0.003,1.899
14,77,154,0.001,4.387
14,77,161,0.001,3.051
14,77,168,0.003,3.607
14,77,175,0.001,8.107
14,84,0,0.005,8.196
14,84,7,0.003,3.788
14,84,14,0.009,6.719
14,84,21,0.012,6.501
14,84,28,0.01,6.54
14,84,35,0.009,7.322
14,84,42,0.004,7.762
14,84,49,0.006,5.385
14,84,56,0.004,2.15
14,84,63,0.005,8.669
